id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,Qwen/Qwen2-7B-Instruct_response,Qwen/Qwen2-7B-Instruct_answer
history-2022-301-22,A,multiple_choice,12.0,"['Cần vương.', 'cải cách trang phục.', 'học chữ Quốc ngữ.', 'cải cách lối sống.']",Một trong những phong trào đấu tranh vũ trang chống Pháp của nhân dân Việt Nam cuối thế kỉ XIX là,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[A] Cần vương.

The Cần Vương movement was one of the armed resistance movements against the French in Vietnam at the end of the 19th century. It was a significant uprising led by the Tây Sơn dynasty's descendants who sought to restore",A
history-2021-304-6,B,multiple_choice,12.0,"['Cộng đồng kinh tế châu Âu (EEC) ra đời', 'Inđônêxia tuyên bố độc lập', 'Liên minh châu Âu (EU) được thành lập', 'Cộng đồng châu Âu (EC) ra đời']",Một trong những sự kiện diễn ra ở khu vực Đông Nam Á năm 1945 là,1.0,,,,Sự kiện / Hoạt động,"[B]

Inđônêxia tuyên bố độc lập

This choice is correct because it refers to the event of Indonesia declaring independence in 1945, which occurred in Southeast Asia. The other options either refer to events that happened outside of",B
history-2021-302-22,D,multiple_choice,12.0,"['Liên minh châu Âu (EU) được thành lập', 'Cộng đồng châu Âu (EC) ra đời', 'Cộng đồng kinh tế châu Âu (EEC) ra đời', 'nhân dân Lào nổi dậy giành chính quyền']",Một trong những sự kiện diễn ra ở khu vực Đông Nam Á năm 1945 là,1.0,,,,Sự kiện / Hoạt động,"[D] nhân dân Lào nổi dậy giành chính quyền 

Explanation:
The event that occurred in Southeast Asia in 1945 was the uprising of the people of Laos to seize power. This choice is the most relevant to the time period and",D
history-2021-301-19,C,multiple_choice,12.0,"['Liên minh châu Âu (EU) được thành lập', 'Cộng đồng châu Âu (EC) ra đời', 'nước Cộng hòa Inđônêxia ra đời', 'Cộng đồng kinh tế châu Âu (EEC) ra đời']",Một trong những sự kiện diễn ra ở khu vực Đông Nam Á năm 1945 là,1.0,,,,Sự kiện / Hoạt động,"[C] nước Cộng hòa Inđônêxia ra đời
        
Explanation:
In 1945, one of the events that occurred in Southeast Asia was the establishment of the Republic of Indonesia. This choice aligns with historical facts, making it",C
history-2021-303-15,B,multiple_choice,12.0,"['Cộng đồng kinh tế châu Âu (EEC) ra đời.', 'Lào tuyên bố độc lập,', 'Cộng đồng châu Âu (EC) ra đời.', 'Liên minh châu Âu (EU) được thành lập.']",Một trong những sự kiện diễn ra ở khu vực Đông Nam Á năm 1945 là,1.0,,,,Sự kiện / Hoạt động,"[B]

Explanation:
The event that occurred in Southeast Asia in 1945 was Laos declaring independence. This choice is correct because Laos gained independence from France on December 2, 1945, which is a historical fact related to",B
history-2021-301-9,B,multiple_choice,12.0,"['Ngân hàng Thế giới (WB).', 'Cộng đồng châu Âu (EC).', 'Đại hội dân tộc Phi (ANC).', 'Hiệp hội các quốc gia Đông Nam Á (ASEAN).']",Một trong những tổ chức của các nước Tây Âu được thành lập trong nửa sau thế kỉ XX là,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B]

The organization ""Cộng đồng châu Âu (EC)"" was indeed established in the latter half of the 20th century, specifically in 1957 when six Western European countries (Belgium, France, Germany, Italy,",B
history-2021-304-17,A,multiple_choice,12.0,"['Cộng đồng kinh tế châu Âu (EEC).', 'Ngân hàng Thế giới (WB).', 'Hiệp hội các quốc gia Đông Nam Á (ASEAN).', 'Đại hội dân tộc Phí (ANC)']",Một trong những tổ chức của các nước Tây Âu được thành lập trong nửa sau thế kỉ XX là,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[A] Cộng đồng kinh tế châu Âu (EEC).,A
history-2021-303-12,C,multiple_choice,12.0,"['Hiệp hội các quốc gia Đông Nam Á (ASEAN).', 'Ngân hàng Thế giới (WB).', 'Cộng đồng than-thép châu Âu.', 'Đại hội dân tộc Phi (ANC).']",Một trong những tổ chức của các nước Tây Âu được thành lập trong nửa sau thế kỉ XX là,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[C],C
history-2021-302-10,B,multiple_choice,12.0,"['Đại hội dân tộc Phi (ANC).', 'Liên minh châu Âu (EU).', 'Hiệp hội các quốc gia Đông Nam Á (ASEAN).', 'Ngân hàng Thế giới (WB).']",Một trong những tổ chức của các nước Tây Âu được thành lập trong nửa sau thế kỉ XX là,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[B] Liên minf châu Âu (EU).,B
history-2022-302-23,D,multiple_choice,12.0,"['cần liên minh để chống phát xít.', 'cần đoàn kết lật đổ quân phiệt Nhật Bản.', 'chung mục tiêu đi lên chủ nghĩa xã hội', 'nhu cầu hợp tác để cùng phát triển']",Một trong những yếu tố thúc đẩy sự ra đời của Hiệp hội các quốc gia Đông Nam Á (ASEAN) năm 1967 là,,1.0,,,Bối cảnh/Nguyên nhân,"[D] nhu cầu hợp tác để cùng phát triển
        
Explanation:
The establishment of the Association of Southeast Asian Nations (ASEAN) in 1967 was driven by the need for cooperation and mutual development among its member countries. This choice reflects",D
history-2020-303-14,C,multiple_choice,12.0,"['biển miền Nam thành thị trường xuất khẩu duy nhất.', 'biến miền Nam thành căn cứ quân sự duy nhất.', 'chia cất lâu dài đất nước Việt Nam.', 'biển miền Nam thành đồng mình duy nhất.']",Một trong những âm mưu của Mĩ khi tiến hành chiến tranh xâm lược Việt Nam trong thời kì 1954-1975 là,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[C]

The correct answer is [C]: ""chia cất lâu dài đất nước Việt Nam."" This refers to the long-term division of Vietnam, which was one of the strategic goals of the United States during the Vietnam War (1954",C
history-2020-302-6,B,multiple_choice,12.0,"['thị trường xuất khẩu duy nhất.', 'căn cứ quân sự của Mĩ ở Đông Nam Á.', 'đồng minh duy nhất.', 'căn cứ quân sự duy nhất.']",Một trong những âm mưu của Mĩ trong thời kì 1954-1975 là biến miền Nam Việt Nam thành,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[B] căn cứ quân sự của Mĩ ở Đông Nam Á. 

This choice is correct because during the period of 1954-1975, the United States had significant military interests in South Vietnam as part of its strategy",B
history-2020-304-1,A,multiple_choice,12.0,"['thuộc địa kiểu mới.', 'căn cứ quân sự duy nhất.', 'thị trường xuất khẩu duy nhất.', 'đồng minh duy nhất.']",Một trong những âm mưu của Mĩ trong thời kì 1954-1975 là biến miền Nam Việt Nam thành,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,[A],A
history-2020-301-8,B,multiple_choice,12.0,"['thị trường xuất khẩu duy nhất.', 'căn cứ quân sự của Mĩ ở Đông Dương.', 'đồng minh duy nhất.', 'căn cứ quân sự duy nhất.']",Một trong những âm mưu của Mĩ trong thời kì 1954-1975 là biển miền Nam Việt Nam thành,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[D] căn cứ quân sự duy nhất.

This choice is correct because during the period of 1954-1975, one of the US's conspiracies was to establish Vietnam in the South as their sole military base in Ind",D
history-2023-303-21,D,multiple_choice,12.0,"['Thực dân Hà Lan.', 'Braxin.', 'Nicaragoa.', 'Thực dân Pháp.']","Ngay sau Cách mạng tháng Tám năm 1945, nước Việt Nam Dân chủ Cộng hòa phải đối phó với kẻ thù nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D] Thực dân Pháp. 

Ngay sau Cách mạng tháng Tám năm 1945, Việt Nam Dân chủ Cộng hòa đã giành được độc lập từ thực dân Pháp. Tuy nhiên, nước này vẫn phải đối mặt với",D
history-2024-304-33,D,multiple_choice,12.0,"['Nhiều nước đã thực hiện thành công cách mạng vô sản.', 'Các mô hình nhà nước tư sản đã lạc hậu với thời đại.', 'Các khuynh hướng cứu nước khác đã trở nên lỗi thời.', 'Tác động của thời đại mới và yêu cầu của lịch sử dân tộc.']",Nguyễn Ái Quốc lựa chọn con đường cách mạng vô sản cho nhân dân Việt Nam (1920) vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,[D],D
history-2023-303-32,C,multiple_choice,12.0,"['Đảng và Chính phủ đã chọn đúng thời cơ để phát động cuộc kháng chiến.', 'công cuộc chuẩn bị kháng chiến lâu dài của Việt Nam đã hoàn thiện.', 'nhân dân Việt Nam quyết không nhượng bộ lợi ích tối cao của dân tộc.', 'âm mưu câu kết giữa thực dân Pháp và quân Trung Hoa dân quốc đã thất bại.']","Ngày 19-12-1946, thay mặt Trung ương Đảng và Chính phủ, Chủ tịch Hồ Chí Minh phát động toàn quốc kháng chiến chống thực dân Pháp cho thấy",,,1.0,,Đánh giá,"[A] Đảng và Chính phủ đã chọn đúng thời cơ để phát động cuộc kháng chiến.

Explanation: Hồ Chí Minh phát động toàn quốc kháng chiến vào ngày 19-12-1946, thời điểm mà Đảng và Chính phủ",A
history-2020-301-31,A,multiple_choice,12.0,"['Nhân dân Việt Nam đang tránh việc đối đầu với nhiều kẻ thù cùng một lúc.', 'Chính phủ Pháp có thiện chí giữ gìn nền hòa bình ở Đông Dương.', 'quân dân Việt Nam vẫn đang phát triển thế chủ động tiến công.', 'Trung Hoa Dân quốc không đồng ý cho quân Pháp ra miền Bắc Việt Nam.']","Ngày 6-3-1946, Hiệp định Sơ bộ được kí kết giữa đại diện Chính phủ Việt Nam Dân chủ Cộng hòa với đại diện Chính phủ Pháp khi",,,1.0,,Bối cảnh/Nguyên nhân,"[B]

The reason is that the context of the question suggests a historical event involving negotiations between the Vietnamese government and the French government. The choice [B] ""Chính phủ Pháp có thiện chí giữ gìn nền hòa bình ở Đông Dương"" (",B
history-2020-302-26,B,multiple_choice,12.0,"['Trung Hoa Dân quốc không đồng ý cho quân Pháp ra miền Bắc Việt Nam.', 'Pháp và Trung Hoa Dân quốc đã kí bản Hiệp ước Hoa Pháp.', 'Chính phủ Pháp có thiện chí giữ gìn nền hòa bình ở Đông Dương.', 'quân dân Việt Nam vẫn đang phát triển thế chủ động tiến công.']","Ngày 6-3-1946, Hiệp định Sơ bộ được kí kết giữa đại diện Chính phủ Việt Nam Dân chủ Cộng hòa với đại diện Chính phủ Pháp khi",,,1.0,,Bối cảnh/Nguyên nhân,"[A] Trung Hoa Dân quốc không đồng ý cho quân Pháp ra miền Bắc Việt Nam.

Explanation: 
The question is asking about the context of the signing of the Provisional Agreement on March 6, 1946,",A
history-2020-304-29,B,multiple_choice,12.0,"['quân dân Việt Nam vẫn đang phát triển thế chủ động tiến công.', 'Nhân dân Việt Nam đang cần thêm thời gian hòa bình để chuẩn bị lực lượng.', 'Trung Hoa Dân quốc không đồng ý cho quân Pháp ra miền Bắc Việt Nam.', 'Chính phủ Pháp có thiện chỉ giữ gìn nền hòa bình ở Đông Dương.']","Ngày 6-3-1946, Hiệp định Sơ bộ được kí kết giữa đại diện Chính phủ Việt Nam Dân chủ Cộng hòa với đại diện Chính phủ Pháp khi",,,1.0,,Bối cảnh/Nguyên nhân,"[D]

The answer is [D] because the context of the question suggests that the agreement was signed between the Vietnamese Democratic Republic government and the French government. This implies that the French government was trying to maintain peace in Indochina (now Vietnam),",D
history-2020-303-27,C,multiple_choice,12.0,"['Trung Hoa Dân quốc không đồng ý cho Pháp đưa quân ra miền Bắc Việt Nam.', 'Chính phủ Pháp có thiện chí giữ gìn nền hòa bình ở Đông Dương.', 'Trung Hoa Dân quốc đã thỏa thuận cho Pháp đưa quân ra miền Bắc Việt Nam.', 'quân dân Việt Nam vẫn đang phát triển thể chủ động tiến công.']","Ngày 6-3-1946, Hiệp định Sơ bộ được kí kết giữa đại diện Chính phủ Việt Nam Dân chủ Cộng hòa với đại diện Chính phủ Pháp khí",,,1.0,,Bối cảnh/Nguyên nhân,"[B]

The answer is [B] because the Agreement of Preliminary Terms signed on March 6, 1946, between the representatives of the Democratic Republic of Vietnam and the French government aimed to maintain peace in Indochina. This",B
history-2023-302-20,C,multiple_choice,12.0,"['Xây dựng khu giải phóng Việt Bắc', 'Chống phát xít Đức xâm lược', 'Đấu tranh bảo vệ biên giới Tổ quốc', 'Lập chính quyền Xô viết Nghệ Tĩnh']",Nhiệm vụ nào sau đây được nhân dân Việt Nam thực hiện trong những năm 1975-1979?,1.0,,,,Sự kiện / Hoạt động,"[D] Lập chính quyền Xô viết Nghệ Tĩnh
        
Explanation:
In the period from 1975 to 1979, one of the tasks that the Vietnamese people carried out was establishing a Soviet-style administration in Nghe",D
history-2024-302-14,D,multiple_choice,12.0,"['Đánh đuổi quân Đức.', 'Đánh đuổi quân phiệt Nhật Bản.', 'Tiến hành cách mạng công nghiệp 4.0.', 'Giải phóng đất đai.']",Nhiệm vụ nào sau đây được quân dân Việt Nam thực hiện trong đông – xuân 1953 - 1954?,1.0,,,,Sự kiện / Hoạt động,"[D] Giải phóng đất đai. 

Explanation: 
The task that the Vietnamese people carried out in the east-spring of 1953-1954 was to liberate land. This refers to the Land Reform Movement that",D
history-2023-303-30,C,multiple_choice,12.0,"['Chiến tranh thế giới thứ nhất kết thúc.', 'Ngân sách đầu tư cho quốc phòng thấp.', 'Chính sách quản lí có hiệu quả của nhà nước.', 'Bị chủ nghĩa khủng bố quốc tế tấn công.']",Nhân tố nào sau đây thúc đẩy sự phát triển kinh tế Mĩ trong những năm 1945-1973?,,1.0,,,Bối cảnh/Nguyên nhân,[C] Chính sách quản lí có hiệu quả của nhà nước.,C
history-2021-303-37,C,multiple_choice,12.0,"['Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.', 'Biến một hiệp ước hai bên thành thỏa thuận ba bên có lợi cho cách mạng.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,[B],B
history-2021-302-31,C,multiple_choice,12.0,"['Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.', 'Chuyển quan hệ giữa Việt Nam và Pháp từ đổi đầu quân sự sang đối thoại.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,"[D]

The correct answer is [D]. The French Indochina Agreement of March 6, 1946, recognized Vietnam as an independent nation with the right to self-determination. This agreement was a significant step in the process of",D
history-2021-304-35,B,multiple_choice,12.0,"['Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.', 'Là điển hình thành công về vận dụng sách lược phân hóa và cô lập kẻ thù.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,[D],D
history-2021-301-36,A,multiple_choice,12.0,"['Là điển hình về sự chủ động của Chính phủ Việt Nam trong đấu tranh ngoại giao.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.', 'Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,[A],A
history-2023-302-35,D,multiple_choice,12.0,"['Góp phần bảo vệ công cuộc xây dựng chủ nghĩa xã hội ở miền Bắc', 'Mở ra bước ngoặt quan trọng của cuộc kháng chiến chống Mĩ, cứu nước.', 'Buộc đế quốc Mĩ phải chấp nhận một giải pháp về ngoại giao với Việt Nam.', 'Đưa đấu tranh ngoại giao trở thành mặt trận quyết định của cuộc kháng chiến.']",Nhận xét nào sau đây phản ánh không đúng ý nghĩa cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân 1968 của quân dân miền Nam Việt Nam?,,1.0,,,Đánh giá,"[A] Góp phần bảo vệ công cuộc xây dựng chủ nghĩa xã hội ở miền Bắc
        
Explanation:
The question is asking for an incorrect statement about the significance of the Tet Offensive in 1968 in South Vietnam. Option A suggests",A
history-2023-301-39,D,multiple_choice,12.0,"['Là nỗ lực cao nhất, cuối cùng của đế quốc Mĩ và quân đội Sài Gòn trong chiến tranh ở Việt Nam.', 'Là thắng lợi quân sự quyết định tạo thời cơ chiến lược tiến lên giải phóng hoàn toàn miền Nam.', 'Tạo thế và lực để Việt Nam bắt đầu đẩy mạnh cuộc đấu tranh ngoại giao ở Hội nghị Pari.', 'Là thắng lợi quân sự quyết định góp phần bảo vệ các quyền dân tộc cơ bản của Việt Nam.']","Nhận định nào sau đây là đúng về chiến thắng “Điện Biên Phủ trên không"" (1972) của quân dân Việt Nam?",,1.0,,,Đánh giá,"[D]

The ""Điện Biên Phủ trên không"" (Air Battle of Điện Biên Phủ) in 1972 was a significant military victory for the Vietnamese people and army. It contributed to protecting the fundamental rights of Vietnam",D
history-2024-303-33,D,multiple_choice,12.0,"['Đã tập trung hoàn thành triệt để khẩu hiệu “người cày có ruộng”.', 'Thể hiện sự nhạy bén và linh hoạt của Việt Nam về thay đổi đường lối chiến lược cách mạng.', 'Chứng tỏ vai trò của Đảng trong việc hoàn thiện đường lối chung của cách mạng Đông Dương.', 'Định hướng và thúc đẩy sự phát triển của chế độ dân chủ nhân dân.']",Nhận định nào sau đây là đúng về Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương (2-1951)?,,1.0,,,Đánh giá,"[B]

Explanation:
Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương (2-1951) thể hiện sự nhạy bén và linh hoạt của Việt Nam về thay đổi đường lối chiến lược cách",B
history-2023-303-35,B,multiple_choice,12.0,"['Diễn ra trong bối cảnh cuộc Chiến tranh lạnh đang leo thang trên phạm vi thế giới.', 'Đưa cuộc chiến tranh cách mạng ở miền Nam đồng loạt tiến lên khởi nghĩa giành chính quyền.', 'Là cao trào đấu tranh của quần chúng nhân dân bao gồm những cuộc khởi nghĩa từng phần.', 'Đấu tranh chính trị là phương thức chủ yếu, có sự hỗ trợ của lực lượng vũ trang.']",Nhận định nào sau đây phản ánh không đúng về phong trào Đồng khởi (1959-1960) ở miền Nam Việt Nam?,,1.0,,,Đánh giá,"[A] Diễn ra trong bối cảnh cuộc Chiến tranh lạnh đang leo thang trên phạm vi thế giới.

Explanation:
The statement ""Diễn ra trong bối cảnh cuộc Chiến tranh lạnh đang leo thang trên phạm vi thế giới""",A
history-2024-304-22,D,multiple_choice,12.0,"['Quý tộc mới.', 'Quý tộc quân phiệt.', 'Giai cấp tư sản.', 'Văn thân, sĩ phu.']","Năm 1885, Tôn Thất Thuyết lấy danh nghĩa vua Hàm Nghi xuống chiếu Cần vương, kêu gọi lực lượng nào sau đây đứng lên chống Pháp?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[B] Quý tộc quân phiệt.,B
history-2023-302-6,D,multiple_choice,12.0,"['Kêu gọi nhân dân tăng gia sản xuất', 'Đọc Lời kêu gọi toàn quốc kháng chiến', 'Soạn thảo bản Tuyên ngôn độc lập', 'Tham gia sáng lập Đảng Cộng sản Pháp']","Năm 1920, Nguyễn Ái Quốc có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,[D],D
history-2023-303-39,D,multiple_choice,12.0,"['Là lí luận được hầu hết các dân tộc thuộc địa đã lựa chọn để cứu nước.', 'Là con đường cách mạng duy nhất giúp các dân tộc thuộc địa tự giải phóng.', 'Đáp ứng được yêu cầu giải phóng của tất cả giai cấp trong xã hội Việt Nam.', 'Là con đường cách mạng chủ trương giải phóng nhân dân lao động.']","Năm 1920, Nguyễn Ái Quốc đã chọn con đường cách mạng vô sản cho dân tộc Việt Nam vì lí do nào sau đây?",,1.0,,,Bối cảnh/Nguyên nhân,"[D]

Nguyễn Ái Quốc, later known as Mao Zedong, chose the path of communist revolution for Vietnam in 1920 because it was a revolutionary path that advocated for the liberation of the working people. This aligns",D
history-2022-303-24,C,multiple_choice,12.0,"['Pêru', 'Panama', 'Nga Xô viết', 'Côlômbia']","Năm 1921, Chính sách kinh tế mới (NEP) đã tạo ra chuyển biến tích cực trong nền kinh tế của nước nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[C] Nga Xô viết
        
The NEP, or New Economic Policy, was implemented in the Soviet Union (Nga Xô viết) in 1921 as a response to the economic difficulties following the Russian Revolution and Civil War",C
history-2024-304-7,C,multiple_choice,12.0,"['Trung ương Cục miền Nam.', 'Trung đội Cứu quốc quân II.', 'An Nam Cộng sản đảng.', 'Quân giải phóng miền Nam.']","Năm 1929, tổ chức nào sau đây của Việt Nam được thành lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[C] An Nam Cộng sản đảng.,C
history-2024-303-30,C,multiple_choice,12.0,"['Việt Nam Quốc dân đảng.', 'Đảng Lập hiến.', 'Đông Dương Cộng sản đảng.', 'Đảng Thanh niên.']","Năm 1929, tổ chức nào sau đây được thành lập ở Việt Nam theo khuynh hướng vô sản?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[C] Đông Dương Cộng sản đảng.,C
history-2023-304-16,D,multiple_choice,12.0,"['Ba Đình.', 'Hương Khê.', 'Hùng Lĩnh.', 'Yên Bái.']","Năm 1930, Việt Nam Quốc dân đảng lãnh đạo cuộc khởi nghĩa",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[D],D
history-2022-303-7,D,multiple_choice,12.0,"['Thụy Sĩ.', 'Na Uy.', 'Thụy Điển.', 'Lào.']","Năm 1941, Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương chủ trương giúp đỡ việc lập mặt trận ở nước nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D]

The correct answer is [D] Lào. In 1941, the 8th Central Committee of the Communist Party of East Vietnam advocated for supporting the establishment of a front in Laos. This was part of their strategy to",D
history-2023-301-35,A,multiple_choice,12.0,"['Phát triển, củng cố tiềm lực và mở rộng trận địa cách mạng.', 'Giành được chính quyền ở một số thành phố lớn, mở rộng căn cứ địa cách mạng.', 'Mở rộng chiến khu cách mạng, tiến lên đánh đuổi Pháp-Nhật.', 'Thúc đẩy nhanh quá trình thành lập mặt trận thống nhất ba dân tộc Đông Dương.']","Năm 1945 ở Việt Nam, khởi nghĩa từng phần có đóng góp nào sau đây đối với cuộc Tổng khởi nghĩa tháng Tám?",,,1.0,,Kết quả / Ý nghĩa / Vai trò,[B],B
history-2023-302-2,D,multiple_choice,12.0,"['Nhật Bản', 'Anh', 'Đức', 'Inđônêxia']","Năm 1945, quốc gia nào sau đây ở khu vực Đông Nam Á tuyên bố độc lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D] Inđônêxia 

In 1945, which of the following Southeast Asian countries declared independence?

The correct answer is D. Indonesia. Indonesia declared independence from the Dutch on August 17, 1945",D
history-2023-303-19,D,multiple_choice,12.0,"['Canada.', 'Hà Lan.', 'Áo.', 'Mĩ.']","Năm 1947, quốc gia nào sau đây phát động cuộc Chiến tranh lạnh chống Liên Xô?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[D],D
history-2020-302-3,B,multiple_choice,12.0,"['Phần Lan.', 'Mĩ.', 'Đan Mạch.', 'Thái Lan.']","Năm 1948, sản lượng công nghiệp của quốc gia nào sau đây chiếm hơn 50% sản lượng công nghiệp toàn thế giới?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[B],B
history-2020-303-17,B,multiple_choice,12.0,"['Thụy Điển.', 'Liên Xô.', 'Thụy Sĩ.', 'Đan Mạch.']","Năm 1949, quốc gia nào sau đây chế tạo thành công bom nguyên tử?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B] Liên Xô. 

In 1949, the Soviet Union successfully manufactured an atomic bomb. This was part of the Cold War arms race between the United States and the Soviet Union. The other options (Sweden, Switzerland, Denmark",B
history-2020-301-15,D,multiple_choice,12.0,"['Hà Lan.', 'Thụy Sĩ.', 'Thụy Điển.', 'Liên Xô.']","Năm 1949, quốc gia nào sau đây phá vỡ thể độc quyền vũ khí nguyên tử của Mĩ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D] Liên Xô. 

In 1949, the Soviet Union (Đại Liên Xô) broke the United States' monopoly on atomic weapons by successfully testing its own nuclear bomb. This event marked a significant milestone in the Cold",D
history-2020-302-8,B,multiple_choice,12.0,"['Bỉ.', 'Anh.', 'Bồ Đào Nha.', 'Tây Ban Nha.']","Năm 1950, nhân dân Ấn Độ giành được độc lập từ thực dân nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[B]. Anh.,B
history-2022-302-7,D,multiple_choice,12.0,"['Đánh bại cuộc hành quân của Mĩ vào An Lão', 'Đánh bại cuộc tập kích của không quân Mĩ', 'Chiến thắng Vạn Tường', 'Kí Hiệp định Giơnevơ']","Năm 1954, nhân dân Việt Nam giành được thắng lợi ngoại giao nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[D],D
history-2023-303-10,A,multiple_choice,12.0,"['Mở chiến dịch Điện Biên Phủ.', 'Gia nhập tổ chức Liên hợp quốc.', 'Gia nhập tổ chức Thương mại Thế giới.', 'Phát động phong trào “Tuần lễ vàng"".']","Năm 1954, quân dân Việt Nam có hoạt động quân sự nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[A] Mở chiến dịch Điện Biên Phủ.

Explanation:
The year 1954 was significant in Vietnamese history due to the Battle of Dien Bien Phu, which took place from March 13 to May 7. This",A
history-2024-303-3,B,multiple_choice,12.0,"['Đồng Xoài.', 'Điện Biên Phủ.', 'Huế – Đà Nẵng.', 'Vạn Tường.']","Năm 1954, quân dân Việt Nam giành được chiến thắng nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[B] Điện Biên Phủ.,B
history-2023-302-14,A,multiple_choice,12.0,"['Xây dựng tập đoàn cứ điểm Điện Biên Phủ', 'Kí với triều đình nhà Nguyễn Hiệp ước Giáp Tuất', 'Rút toàn bộ quân đội ra khỏi miền Bắc Việt Nam', 'Rút toàn bộ quân đội ra khỏi ba nước Đông Dương']","Năm 1954, thực dân Pháp có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[D]

Rút toàn bộ quân đội ra khỏi ba nước Đông Dương

This choice is correct because in 1954, during the First Indochina War, the French colonial forces withdrew from all three countries that made up French Indoch",D
history-2020-304-6,C,multiple_choice,12.0,"['Thụy Điển.', 'Hà Lan.', 'Liên Xô.', 'Thụy Sĩ.']","Năm 1957, quốc gia nào sau đây phóng thành công vệ tinh nhân tạo lên quỹ đạo Trái Đất?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[C] Liên Xô.,C
history-2023-302-21,A,multiple_choice,12.0,"['Liên Xô', 'Môdămbích', 'Bồ Đào Nha', 'Xudăng']","Năm 1957, quốc gia nào sau đây phóng thành công vệ tỉnh nhân tạo?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[A] Liên Xô

Explanation: Liên Xô là quốc gia đã phóng thành công vệ tinh nhân tạo vào năm 1957, đó là sự kiện nổi tiếng mang tên ""Sputnik"".",A
history-2020-301-3,B,multiple_choice,12.0,"['Lào.', 'Cuba.', 'Inđônêxia.', 'Campuchia.']","Năm 1959, nước cộng hòa nào sau đây được thành lập ở khu vực Mĩ Latinh?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B]
Explanation: In 1959, the country that was established in the region of Mĩ Latinh is Cuba.",B
