id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,Qwen/Qwen3-8B_response,Qwen/Qwen3-8B_answer
history-2021-304-35,B,multiple_choice,12.0,"['Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.', 'Là điển hình thành công về vận dụng sách lược phân hóa và cô lập kẻ thù.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,"        [D]

The Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946) là một hiệp định quan trọng trong quá trình đấu tranh giành độc lập của Việt Nam. Hiệp định này",D
history-2021-301-36,A,multiple_choice,12.0,"['Là điển hình về sự chủ động của Chính phủ Việt Nam trong đấu tranh ngoại giao.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.', 'Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,"        [C]
The Hiệp định Sơ bộ Việt-Pháp (6-3-1946) là một hiệp định quan trọng trong quá trình đấu tranh giành độc lập của Việt Nam. Hiệp định này được ký kết",C
history-2023-302-35,D,multiple_choice,12.0,"['Góp phần bảo vệ công cuộc xây dựng chủ nghĩa xã hội ở miền Bắc', 'Mở ra bước ngoặt quan trọng của cuộc kháng chiến chống Mĩ, cứu nước.', 'Buộc đế quốc Mĩ phải chấp nhận một giải pháp về ngoại giao với Việt Nam.', 'Đưa đấu tranh ngoại giao trở thành mặt trận quyết định của cuộc kháng chiến.']",Nhận xét nào sau đây phản ánh không đúng ý nghĩa cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân 1968 của quân dân miền Nam Việt Nam?,,1.0,,,Đánh giá,"[D] 
Cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân 1968 là một chiến dịch quân sự quy mô lớn, có ý nghĩa lịch sử to lớn trong cuộc kháng chiến chống Mỹ, cứu nước. Tuy",D
history-2023-301-39,D,multiple_choice,12.0,"['Là nỗ lực cao nhất, cuối cùng của đế quốc Mĩ và quân đội Sài Gòn trong chiến tranh ở Việt Nam.', 'Là thắng lợi quân sự quyết định tạo thời cơ chiến lược tiến lên giải phóng hoàn toàn miền Nam.', 'Tạo thế và lực để Việt Nam bắt đầu đẩy mạnh cuộc đấu tranh ngoại giao ở Hội nghị Pari.', 'Là thắng lợi quân sự quyết định góp phần bảo vệ các quyền dân tộc cơ bản của Việt Nam.']","Nhận định nào sau đây là đúng về chiến thắng “Điện Biên Phủ trên không"" (1972) của quân dân Việt Nam?",,1.0,,,Đánh giá,"[B] 

The victory at ""Điện Biên Phủ in the air"" (1972) was a decisive military victory for the Vietnamese people, creating a strategic opportunity to advance towards the complete liberation of the South. This victory marked",B
history-2024-303-33,D,multiple_choice,12.0,"['Đã tập trung hoàn thành triệt để khẩu hiệu “người cày có ruộng”.', 'Thể hiện sự nhạy bén và linh hoạt của Việt Nam về thay đổi đường lối chiến lược cách mạng.', 'Chứng tỏ vai trò của Đảng trong việc hoàn thiện đường lối chung của cách mạng Đông Dương.', 'Định hướng và thúc đẩy sự phát triển của chế độ dân chủ nhân dân.']",Nhận định nào sau đây là đúng về Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương (2-1951)?,,1.0,,,Đánh giá,"[C]  
Đại hội lần thứ II của Đảng Cộng sản Đông Dương (2-1951) đã khẳng định vai trò lãnh đạo của Đảng trong việc xác định và hoàn thiện đường lối chung của cách mạng Đông Dương,",C
history-2023-303-35,B,multiple_choice,12.0,"['Diễn ra trong bối cảnh cuộc Chiến tranh lạnh đang leo thang trên phạm vi thế giới.', 'Đưa cuộc chiến tranh cách mạng ở miền Nam đồng loạt tiến lên khởi nghĩa giành chính quyền.', 'Là cao trào đấu tranh của quần chúng nhân dân bao gồm những cuộc khởi nghĩa từng phần.', 'Đấu tranh chính trị là phương thức chủ yếu, có sự hỗ trợ của lực lượng vũ trang.']",Nhận định nào sau đây phản ánh không đúng về phong trào Đồng khởi (1959-1960) ở miền Nam Việt Nam?,,1.0,,,Đánh giá,"[Answer]
Okay, let's tackle this question about the Đồng khởi movement in the South of Vietnam from 1959-1960. The question is asking which statement is incorrect. The options are A, B, C,",
history-2024-304-22,D,multiple_choice,12.0,"['Quý tộc mới.', 'Quý tộc quân phiệt.', 'Giai cấp tư sản.', 'Văn thân, sĩ phu.']","Năm 1885, Tôn Thất Thuyết lấy danh nghĩa vua Hàm Nghi xuống chiếu Cần vương, kêu gọi lực lượng nào sau đây đứng lên chống Pháp?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D]  
Năm 1885, Tôn Thất Thuyết lấy danh nghĩa vua Hàm Nghi xuống chiếu Cần vương, kêu gọi lực lượng văn thân, sĩ phu đứng lên chống Pháp. Chiếu",D
history-2023-302-6,D,multiple_choice,12.0,"['Kêu gọi nhân dân tăng gia sản xuất', 'Đọc Lời kêu gọi toàn quốc kháng chiến', 'Soạn thảo bản Tuyên ngôn độc lập', 'Tham gia sáng lập Đảng Cộng sản Pháp']","Năm 1920, Nguyễn Ái Quốc có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[D] 
Nguyễn Ái Quốc (tức Hồ Chí Minh) tham gia sáng lập Đảng Cộng sản Pháp vào năm 1920, đây là một trong những hoạt động quan trọng trong quá trình hoạt động cách mạng",D
history-2023-303-39,D,multiple_choice,12.0,"['Là lí luận được hầu hết các dân tộc thuộc địa đã lựa chọn để cứu nước.', 'Là con đường cách mạng duy nhất giúp các dân tộc thuộc địa tự giải phóng.', 'Đáp ứng được yêu cầu giải phóng của tất cả giai cấp trong xã hội Việt Nam.', 'Là con đường cách mạng chủ trương giải phóng nhân dân lao động.']","Năm 1920, Nguyễn Ái Quốc đã chọn con đường cách mạng vô sản cho dân tộc Việt Nam vì lí do nào sau đây?",,1.0,,,Bối cảnh/Nguyên nhân,"[C] 

Nguyễn Ái Quốc (Hồ Chí Minh) chọn con đường cách mạng vô sản vào năm 1920 vì ông tin rằng chủ nghĩa Mác-Lênin là giải pháp phù hợp để giải phóng dân tộc",C
history-2022-303-24,C,multiple_choice,12.0,"['Pêru', 'Panama', 'Nga Xô viết', 'Côlômbia']","Năm 1921, Chính sách kinh tế mới (NEP) đã tạo ra chuyển biến tích cực trong nền kinh tế của nước nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[C], [D], [A], [B] 

### Explanation:
The New Economic Policy (NEP) was introduced in 1921 by the Soviet Union (now known as Russia) to allow limited private enterprise and foreign investment in",C
history-2024-304-7,C,multiple_choice,12.0,"['Trung ương Cục miền Nam.', 'Trung đội Cứu quốc quân II.', 'An Nam Cộng sản đảng.', 'Quân giải phóng miền Nam.']","Năm 1929, tổ chức nào sau đây của Việt Nam được thành lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[C] 
Câu trả lời đúng là C. An Nam Cộng sản đảng. Tổ chức này được thành lập năm 1929, là một tổ chức cộng sản đầu tiên ở Việt Nam, tiền thân của Đảng Cộng sản Việt Nam",C
history-2024-303-30,C,multiple_choice,12.0,"['Việt Nam Quốc dân đảng.', 'Đảng Lập hiến.', 'Đông Dương Cộng sản đảng.', 'Đảng Thanh niên.']","Năm 1929, tổ chức nào sau đây được thành lập ở Việt Nam theo khuynh hướng vô sản?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[C] 
### Explanation:
Năm 1929, Đông Dương Cộng sản đảng được thành lập ở Việt Nam theo khuynh hướng vô sản. Đây là một tổ chức cộng sản đầu tiên ở Đông Dương, do Nguyễn Á",C
history-2023-304-16,D,multiple_choice,12.0,"['Ba Đình.', 'Hương Khê.', 'Hùng Lĩnh.', 'Yên Bái.']","Năm 1930, Việt Nam Quốc dân đảng lãnh đạo cuộc khởi nghĩa",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"        [D]
The Việt Nam Quốc dân đảng (VNQDĐ) led the Yên Bái uprising in 1930, which was a significant event in the early revolutionary movement in Vietnam. The uprising was suppressed by French colonial authorities",D
history-2022-303-7,D,multiple_choice,12.0,"['Thụy Sĩ.', 'Na Uy.', 'Thụy Điển.', 'Lào.']","Năm 1941, Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương chủ trương giúp đỡ việc lập mặt trận ở nước nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D] 
Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương năm 1941 đã chủ trương giúp đỡ việc lập mặt trận ở Lào. Đây là một phần của chiến lược mở",D
history-2023-301-35,A,multiple_choice,12.0,"['Phát triển, củng cố tiềm lực và mở rộng trận địa cách mạng.', 'Giành được chính quyền ở một số thành phố lớn, mở rộng căn cứ địa cách mạng.', 'Mở rộng chiến khu cách mạng, tiến lên đánh đuổi Pháp-Nhật.', 'Thúc đẩy nhanh quá trình thành lập mặt trận thống nhất ba dân tộc Đông Dương.']","Năm 1945 ở Việt Nam, khởi nghĩa từng phần có đóng góp nào sau đây đối với cuộc Tổng khởi nghĩa tháng Tám?",,,1.0,,Kết quả / Ý nghĩa / Vai trò,"        [A]
        Các khởi nghĩa từng phần trong năm 1945 đã góp phần phát triển, củng cố tiềm lực và mở rộng trận địa cách mạng, tạo điều kiện thuận lợi cho cuộc Tổng khởi nghĩa tháng Tám diễn",A
history-2023-302-2,D,multiple_choice,12.0,"['Nhật Bản', 'Anh', 'Đức', 'Inđônêxia']","Năm 1945, quốc gia nào sau đây ở khu vực Đông Nam Á tuyên bố độc lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D]  
Inđônêxia tuyên bố độc lập vào năm 1945 sau khi Nhật Bản đầu hàng Đồng minh trong Chiến tranh Thế giới thứ hai, tạo điều kiện cho các quốc gia thuộc địa như Inđôn",D
history-2023-303-19,D,multiple_choice,12.0,"['Canada.', 'Hà Lan.', 'Áo.', 'Mĩ.']","Năm 1947, quốc gia nào sau đây phát động cuộc Chiến tranh lạnh chống Liên Xô?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D], Mĩ. 

Mĩ là quốc gia chính phát động Chiến tranh lạnh chống Liên Xô sau Chiến tranh Thế giới thứ hai, với sự hỗ trợ của các đồng minh phương Tây như Anh, Pháp, và các",D
history-2020-302-3,B,multiple_choice,12.0,"['Phần Lan.', 'Mĩ.', 'Đan Mạch.', 'Thái Lan.']","Năm 1948, sản lượng công nghiệp của quốc gia nào sau đây chiếm hơn 50% sản lượng công nghiệp toàn thế giới?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B]  
Sản lượng công nghiệp của Mỹ vào năm 1948 chiếm hơn 50% sản lượng công nghiệp toàn thế giới. Đây là thời điểm mà Mỹ đang là quốc gia công nghiệp hàng đầu thế giới sau Thế chiến",B
history-2020-303-17,B,multiple_choice,12.0,"['Thụy Điển.', 'Liên Xô.', 'Thụy Sĩ.', 'Đan Mạch.']","Năm 1949, quốc gia nào sau đây chế tạo thành công bom nguyên tử?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B]  
Liên Xô là quốc gia chế tạo thành công bom nguyên tử vào năm 1949. Trong khi đó, Mỹ là quốc gia đầu tiên chế tạo bom nguyên tử vào năm 1945. Các",B
history-2020-301-15,D,multiple_choice,12.0,"['Hà Lan.', 'Thụy Sĩ.', 'Thụy Điển.', 'Liên Xô.']","Năm 1949, quốc gia nào sau đây phá vỡ thể độc quyền vũ khí nguyên tử của Mĩ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D] 
Liên Xô là quốc gia duy nhất phá vỡ thể độc quyền vũ khí nguyên tử của Mĩ vào năm 1949. Sau khi chiến tranh thế giới thứ hai kết thúc, Mĩ là quốc gia",D
history-2020-302-8,B,multiple_choice,12.0,"['Bỉ.', 'Anh.', 'Bồ Đào Nha.', 'Tây Ban Nha.']","Năm 1950, nhân dân Ấn Độ giành được độc lập từ thực dân nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B]  
Ấn Độ giành được độc lập từ thực dân Anh vào năm 1947, nhưng câu hỏi nói đến năm 1950, có thể đề cập đến việc Ấn Độ hoàn toàn độc lập sau khi t",B
history-2022-302-7,D,multiple_choice,12.0,"['Đánh bại cuộc hành quân của Mĩ vào An Lão', 'Đánh bại cuộc tập kích của không quân Mĩ', 'Chiến thắng Vạn Tường', 'Kí Hiệp định Giơnevơ']","Năm 1954, nhân dân Việt Nam giành được thắng lợi ngoại giao nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D]  
Hiệp định Giơnevơ năm 1954 chính thức chấm dứt chiến tranh ở Đông Dương, công nhận chủ quyền của Việt Nam và chia cắt đất nước thành hai miền. Đây là thắng lợi",D
history-2023-303-10,A,multiple_choice,12.0,"['Mở chiến dịch Điện Biên Phủ.', 'Gia nhập tổ chức Liên hợp quốc.', 'Gia nhập tổ chức Thương mại Thế giới.', 'Phát động phong trào “Tuần lễ vàng"".']","Năm 1954, quân dân Việt Nam có hoạt động quân sự nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[A] 

The Battle of Dien Bien Phu (Điện Biên Phủ) took place in 1954, marking a significant victory for the Viet Minh against the French colonial forces, leading to the end of French Indochina",A
history-2024-303-3,B,multiple_choice,12.0,"['Đồng Xoài.', 'Điện Biên Phủ.', 'Huế – Đà Nẵng.', 'Vạn Tường.']","Năm 1954, quân dân Việt Nam giành được chiến thắng nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B] 
Chiến thắng Điện Biên Phủ năm 1954 là chiến thắng quan trọng nhất của quân và dân Việt Nam trong cuộc kháng chiến chống Pháp, chấm dứt chiến tranh và mở đường cho việc thống",B
history-2023-302-14,A,multiple_choice,12.0,"['Xây dựng tập đoàn cứ điểm Điện Biên Phủ', 'Kí với triều đình nhà Nguyễn Hiệp ước Giáp Tuất', 'Rút toàn bộ quân đội ra khỏi miền Bắc Việt Nam', 'Rút toàn bộ quân đội ra khỏi ba nước Đông Dương']","Năm 1954, thực dân Pháp có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[ A ]

Năm 1954, thực dân Pháp xây dựng tập đoàn cứ điểm Điện Biên Phủ để chống lại lực lượng cách mạng Việt Nam, dẫn đến thất bại trong Chiến dịch Điện Biên Phủ. Các lựa",A
history-2020-304-6,C,multiple_choice,12.0,"['Thụy Điển.', 'Hà Lan.', 'Liên Xô.', 'Thụy Sĩ.']","Năm 1957, quốc gia nào sau đây phóng thành công vệ tinh nhân tạo lên quỹ đạo Trái Đất?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[C]  
Liên Xô là quốc gia đầu tiên phóng thành công vệ tinh nhân tạo Sputnik 1 vào năm 1957, đánh dấu sự bắt đầu của kỷ nguyên không gian. Các quốc gia khác như",C
history-2023-302-21,A,multiple_choice,12.0,"['Liên Xô', 'Môdămbích', 'Bồ Đào Nha', 'Xudăng']","Năm 1957, quốc gia nào sau đây phóng thành công vệ tỉnh nhân tạo?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[A] 

The Soviet Union (Liên Xô) was the first country to launch a successful artificial satellite, Sputnik 1, in 1957. This event marked the beginning of the space age and was a significant achievement",A
history-2020-301-3,B,multiple_choice,12.0,"['Lào.', 'Cuba.', 'Inđônêxia.', 'Campuchia.']","Năm 1959, nước cộng hòa nào sau đây được thành lập ở khu vực Mĩ Latinh?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B]  
Cuba là nước cộng hòa được thành lập vào năm 1959 ở khu vực Mĩ Latinh. Năm 1959, Fidel Castro lãnh đạo cuộc cách mạng Cuba thành công, lật đổ chế",B
history-2023-302-13,B,multiple_choice,12.0,"['Ănggôla', 'Cuba', 'Brunây', 'Malaixia']","Năm 1959, thắng lợi của cuộc cách mạng nào sau đây đã mở đầu cho cao trào đấu tranh vũ trang ở khu vực Mĩ Latinh?",1.0,,,,Sự kiện / Hoạt động,"[B]  
Cuộc Cách mạng Cuba năm 1959 do Fidel Castro lãnh đạo đã đánh dấu sự khởi đầu của cao trào đấu tranh vũ trang ở khu vực Mĩ Latinh, ảnh hưởng sâu sắc đến",B
history-2020-301-29,D,multiple_choice,12.0,"['Libi được trao quyền tự trị.', 'Ai Cập được trao quyền tự trị.', 'Angiêri được trao quyền tự trị.', '17 nước ở châu Phi được trao trả độc lập.']",Năm 1960 được ghi nhận là “Năm châu Phi” với sự kiện nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"[D]  
Năm 1960 được gọi là ""Năm châu Phi"" vì có 17 quốc gia châu Phi giành độc lập từ thực dân, đánh dấu bước ngoặt trong quá trình giải phóng dân tộc ở châu l",D
history-2020-303-31,B,multiple_choice,12.0,"['Angiêri được trao quyền tự trị.', '17 nước ở châu Phi được trao trả độc lập.', 'Libi được trao quyền tự trị.', 'Ai Cập được trao quyền tự trị.']","Năm 1960, lịch sử châu Phi ghi nhận sự kiện quan trọng nào sau đây?",,1.0,,,Sự kiện / Hoạt động,"        [B]
Năm 1960 được gọi là ""Năm châu Phi"" vì có 17 quốc gia châu Phi giành độc lập từ thực dân Pháp và Bồ Đào Nha. Đây là sự kiện quan",B
history-2020-303-33,C,multiple_choice,12.0,"['làm cho toàn cầu hóa trở thành một xu thế trong quan hệ quốc tế.', 'làm cho các khối quân sự đối đầu ở châu Âu bị giải thể hoàn toàn.', 'góp phần làm giảm tình trạng căng thẳng trong quan hệ quốc tế.', 'chuyển quan hệ hai nước từ thế đối đầu sang đồng minh chiến lược']","Năm 1972, Liên Xô và Mĩ kí kết Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM) và Hiệp định hạn chế vũ khí tiến công chiến lược (SALT-1) da",,,1.0,,Đánh giá,"[C]  
Hiệp ước ABM và SALT-1 năm 1972 giữa Liên Xô và Mĩ là các hiệp ước nhằm kiểm soát vũ khí hạt nhân, giảm căng thẳng giữa hai siêu cường, góp phần",C
history-2020-301-39,D,multiple_choice,12.0,"['làm cho các khối quân sự đối đầu ở châu Âu bị giải thể hoàn toàn.', 'làm cho toàn cầu hóa trở thành một xu thế trong quan hệ quốc tế.', 'chuyển quan hệ hai nước từ thế đối đầu sang đồng minh chiến lược.', 'góp phần làm giảm tình trạng đối đầu trong quan hệ quốc tế.']","Năm 1972, Liên Xô và Mĩ kí kết Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM) và Hiệp định hạn chế vũ khí tiến công chiến lược (SALT-1) đã",,,1.0,,Đánh giá,"[D]  
Hiệp ước ABM và SALT-1 năm 1972 giữa Liên Xô và Mĩ là các hiệp ước nhằm kiểm soát vũ khí hạt nhân, giảm căng thẳng giữa hai siêu cường. Điều này",D
history-2024-301-12,A,multiple_choice,12.0,"['Mở cuộc Tổng tiến công và nổi dậy.', 'Lập ra Hội Việt Nam Cách mạng Thanh niên.', 'Tham gia Đông Dương Cộng sản liên đoàn.', 'Thành lập tổ chức Việt Nam Quốc dân đảng.']","Năm 1975, quân dân Việt Nam có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[Answer] [A]  
The answer is [A] because in 1975, the Vietnamese people launched the General Uprising and Attack, which led to the reunification of North and South Vietnam. The other options are incorrect as",A
history-2023-302-12,B,multiple_choice,12.0,"['Cải cách văn hóa và giáo dục', 'Mở chiến dịch ở Tây Nguyên', 'Xây dựng nền kinh tế tự chủ', 'Gia nhập vào tổ chức ASEAN']","Năm 1975, quân dân miền Nam Việt Nam có hoạt động quân sự nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[B]  
Chiến dịch Tây Nguyên là một chiến dịch quân sự quan trọng của quân và dân miền Nam Việt Nam vào năm 1975, nhằm giải phóng các khu vực còn lại thuộc miền Nam, góp phần vào sự kiện",B
history-2022-302-8,B,multiple_choice,12.0,"['Thực dân Pháp vừa rút quân khỏi Việt Nam', 'Liên Xô lâm vào tình trạng khủng hoảng', 'Phát xít Italia vừa rút quân khỏi Việt Nam', 'Thực dân Anh vừa rút quân khỏi Việt Nam']","Năm 1986, Việt Nam bắt đầu thực hiện công cuộc đổi mới đất nước trong bối cảnh quốc tế nào sau đây?",,1.0,,,Bối cảnh/Nguyên nhân,"        [B]
The correct answer is [B]. The Đổi Mới (Renovation) policy in Vietnam began in 1986 during a period of international crisis for the Soviet Union, which was a key ally of Vietnam. The",B
history-2022-302-14,C,multiple_choice,12.0,"['nhân dân tệ', 'phrăng', 'ơrô', 'đôla']","Năm 1999, đồng tiền chung châu Âu được phát hành với tên gọi là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[C], [B], [C], [D] are all incorrect. The correct answer is [C]. The European Currency Unit (ECU) was the predecessor to the euro, which was introduced in 1999. The euro is",C
history-2022-304-6,A,multiple_choice,12.0,"['ơrô.', 'đôla.', 'nhân dân tệ.', 'phrăng.']","Năm 1999, đồng tiền chung châu Âu được phát hành với tên gọi là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[A] 

The euro was introduced as the official currency of the European Union in 1999. The other options are not currencies of the EU. The euro is abbreviated as ""€"". The dollar is the currency of the United States and",A
history-2022-301-6,B,multiple_choice,12.0,"['Châu Phi.', 'Châu Âu.', 'Mĩ Latinh.', 'Châu Á']","Năm 1999, đồng ơrô (EURO) trở thành đồng tiền chung của nhiều nước thuộc khu vực nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B]  
Euro được giới thiệu vào năm 1999 như là đồng tiền chung của khu vực châu Âu, cụ thể là các nước thuộc Liên minh Châu Âu (EU) tham gia vào khối tiền tệ chung này",B
history-2024-301-8,B,multiple_choice,12.0,"['Lào.', 'Trung Quốc.', 'Pháp.', 'Thụy Điển.']","Năm 2003, quốc gia nào sau đây ở châu Á phóng thành công tàu “Thần Châu 5"" bay vào vũ trụ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B]  
Thần Châu 5 (Shenzhou 5) là tên của tàu vũ trụ đầu tiên của Trung Quốc, được phóng vào năm 2003, đánh dấu bước tiến quan trọng trong chương trình không g",B
history-2020-302-18,B,multiple_choice,12.0,"['thực dân Anh.', 'chế độ độc tài Batixta.', 'thực dân Pháp.', 'thực dân Hà Lan.']",Nước Cộng hòa Cuba ra đời (ngày 1-1-1959) là kết quả đấu tranh của nhân dân Cuba chống,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B] 
Batista là một nhà độc tài đã cai trị Cuba trước khi bị lật đổ vào năm 1959, dẫn đến sự ra đời của nước Cộng hòa Cuba. Các lựa chọn khác không liên quan đến sự",B
history-2020-303-18,D,multiple_choice,12.0,"['thực dân Pháp.', 'thực dân Anh.', 'thực dân Hà Lan.', 'chế độ độc tài thân Mĩ']",Nước Cộng hòa Cuba ra đời (ngày 1-1-1959) là kết quả đấu tranh của nhân dân Cuba chống,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D]  
Nước Cộng hòa Cuba ra đời năm 1959 là kết quả của cuộc cách mạng do Fidel Castro lãnh đạo, đánh đổ chế độ độc tài thân Mỹ của Batista, mở ra kỷ nguyên độc lập dân tộc",D
history-2022-303-19,D,multiple_choice,12.0,"['Văn hóa', 'Giáo dục', 'Y tế', 'Quân sự']",Nội dung của kế hoạch Nava do thực dân Pháp triển khai ở Việt Nam trong những năm 1953-1954 thuộc lĩnh vực nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D] 
Kế hoạch Nava là một kế hoạch quân sự do thực dân Pháp triển khai ở Việt Nam trong giai đoạn 1953-1954 nhằm tăng cường sức mạnh quân sự và chuẩn bị cho các",D
history-2022-304-36,A,multiple_choice,12.0,"['Mục tiêu chiến lược của cách mạng đã thay đổi.', 'Cần sớm hoàn thành mục tiêu độc lập dân tộc.', 'Nhằm phát huy cao nhất quyền dân tộc tự quyết.', 'Điều kiện lịch sử cụ thể của từng nước Đông Dương.']",Nội dung nào sau đây không là lí do để Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (tháng 5-1941) chủ trương giải quyết vấn đề dân tộc ở từng nước Đông Dương?,,,1.0,,Đánh giá,"        [B]
The Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (tháng 5-1941) chủ trương giải quyết vấn đề dân tộc ở từng nước Đông Dương vì mục",B
history-2022-302-31,C,multiple_choice,12.0,"['Điều kiện lịch sử cụ thể của từng nước Đông Dương.', 'Cần sớm hoàn thành mục tiêu độc lập dân tộc.', 'Tính chất cuộc cách mạng ở Đông Dương đã thay đổi,', 'Nhằm phát huy cao nhất quyền dân tộc tự quyết.']",Nội dung nào sau đây không là lí do để Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (tháng 5-1941) chủ trương giải quyết vấn đề dân tộc ở từng nước Đông Dương?,,,1.0,,Đánh giá,"[C] 

The conference's decision to address the national issue in each Indochinese country was based on the specific historical conditions of each country, the change in the nature of the revolution, and the need to achieve national independence as soon as possible.",C
history-2023-302-30,C,multiple_choice,12.0,"['Là thắng lợi quan trọng, tạo ra thế và lực thuận lợi để tiến lên giải phóng hoàn toàn miền Nam.', 'Đó là thắng lợi của sự kết hợp đấu tranh trên ba mặt trận quân sự, chính trị, ngoại giao.', 'Là văn bản pháp lí quốc tế đầu tiên ghi nhận quyền dân tộc cơ bản của nhân dân Đông Dương.', 'Đó là kết quả cuộc đấu tranh kiên cường, bất khuất của quân dân hai miền Nam-Bắc.']",Nội dung nào sau đây không phải là ý nghĩa của Hiệp định Pari năm 1973 về Việt Nam?,,1.0,,,Kết quả / Ý nghĩa / Vai trò,"[C] 
Câu hỏi yêu cầu chọn nội dung **không phải** là ý nghĩa của Hiệp định Pari năm 1973. 

- **A** và **B** đều nêu rõ ý nghĩa chính trị, quân",C
history-2023-303-27,B,multiple_choice,12.0,"['Có thêm thời gian hòa bình để chuẩn bị cho cuộc kháng chiến lâu dài.', 'Buộc thực dân Pháp phải chấm dứt chiến tranh, rút hết quân đội về nước.', 'Chứng minh trên thực tế thiện chí hòa bình của nhân dân Việt Nam.', 'Tránh được cuộc chiến đấu bất lợi vì phải chống lại nhiều kẻ thù cùng lúc.']",Nội dung nào sau đây không phải là ý nghĩa của việc kí Hiệp định Sơ bộ (6-3-1946) đối với Việt Nam?,,1.0,,,Kết quả / Ý nghĩa / Vai trò,"        [B]
The Hiệp định Sơ bộ (6-3-1946) không buộc thực dân Pháp phải chấm dứt chiến tranh và rút quân. Thay vào đó, nó là một thỏa thuận tạm thời,",B
history-2020-302-22,A,multiple_choice,12.0,"['Nguyễn Ái Quốc đã về nước và trực tiếp lãnh đạo cách mạng.', 'Pháp tăng cường khủng bố phong trào yêu nước Việt Nam.', 'Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt.', 'Việt Nam chịu tác động của cuộc khủng hoảng kinh tế 1929-1933.']",Nội dung nào sau đây không phản ánh đùng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,"        [A]
Nguyễn Ái Quốc về nước năm 1930, nhưng phong trào cách mạng 1930-1931 được lãnh đạo bởi các tổ chức như Đảng Cộng sản Việt Nam,",A
