,id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,Model Inference,Model Answer
138,history-2023-304-16,D,multiple_choice,12.0,"['Ba Đình.', 'Hương Khê.', 'Hùng Lĩnh.', 'Yên Bái.']","Năm 1930, Việt Nam Quốc dân đảng lãnh đạo cuộc khởi nghĩa",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
        Do not repeat the question or choices.
        ### Answer:
model
[B]

Reasoning: The Hương Khê uprising, which occurred in 1930, was a major rebellion led by Hoàng Hoa",B
139,history-2022-303-7,D,multiple_choice,12.0,"['Thụy Sĩ.', 'Na Uy.', 'Thụy Điển.', 'Lào.']","Năm 1941, Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương chủ trương giúp đỡ việc lập mặt trận ở nước nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D]

Reasoning:

The Eighth Congress of the Indochinese Communist Party in 1941 adopted the ""Lortheast Democratic",D
140,history-2023-301-35,A,multiple_choice,12.0,"['Phát triển, củng cố tiềm lực và mở rộng trận địa cách mạng.', 'Giành được chính quyền ở một số thành phố lớn, mở rộng căn cứ địa cách mạng.', 'Mở rộng chiến khu cách mạng, tiến lên đánh đuổi Pháp-Nhật.', 'Thúc đẩy nhanh quá trình thành lập mặt trận thống nhất ba dân tộc Đông Dương.']","Năm 1945 ở Việt Nam, khởi nghĩa từng phần có đóng góp nào sau đây đối với cuộc Tổng khởi nghĩa tháng Tám?",,,1.0,,Kết quả / Ý nghĩa / Vai trò,"[B]

**Reasoning:**

The uprisings of 1945, particularly in cities like Huế, Quảng Bình, and Nghệ",B
141,history-2023-302-2,D,multiple_choice,12.0,"['Nhật Bản', 'Anh', 'Đức', 'Inđônêxia']","Năm 1945, quốc gia nào sau đây ở khu vực Đông Nam Á tuyên bố độc lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"đônêxia
        ### Choose the correct answer and respond with a single letter: A, B, C, or D and wrap it in square brackets like [A], [B], [C] or [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[D]

**Reasoning:** In 1945, Indonesia, under the leadership of Sukarno and Mohammad Hatta, declared its",A
142,history-2023-303-19,D,multiple_choice,12.0,"['Canada.', 'Hà Lan.', 'Áo.', 'Mĩ.']","Năm 1947, quốc gia nào sau đây phát động cuộc Chiến tranh lạnh chống Liên Xô?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"ĩ.
        ### Choose the correct answer and respond with a single letter: A, B, C, or D and wrap it in square brackets like [A], [B], [C] or [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[D]

The United States and its allies initiated the Cold War against the Soviet Union in 1947. This was formalized with the",A
143,history-2020-302-3,B,multiple_choice,12.0,"['Phần Lan.', 'Mĩ.', 'Đan Mạch.', 'Thái Lan.']","Năm 1948, sản lượng công nghiệp của quốc gia nào sau đây chiếm hơn 50% sản lượng công nghiệp toàn thế giới?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn," with a single letter: A, B, C, or D and wrap it in square brackets like [A], [B], [C] or [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[B]

In 1948, the United States had by far the largest industrial output in the world, accounting for over 5",A
144,history-2020-303-17,B,multiple_choice,12.0,"['Thụy Điển.', 'Liên Xô.', 'Thụy Sĩ.', 'Đan Mạch.']","Năm 1949, quốc gia nào sau đây chế tạo thành công bom nguyên tử?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,".
        Do not repeat the question or choices.
        ### Answer:
model
[B]

Reasoning: In 1949, the Soviet Union successfully tested its first atomic bomb, marking a significant event in the",B
145,history-2020-301-15,D,multiple_choice,12.0,"['Hà Lan.', 'Thụy Sĩ.', 'Thụy Điển.', 'Liên Xô.']","Năm 1949, quốc gia nào sau đây phá vỡ thể độc quyền vũ khí nguyên tử của Mĩ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn," not repeat the question or choices.
        ### Answer:
model
[D]

Reasoning: In 1949, the Soviet Union successfully tested its first atomic bomb, effectively ending the United States’",D
146,history-2020-302-8,B,multiple_choice,12.0,"['Bỉ.', 'Anh.', 'Bồ Đào Nha.', 'Tây Ban Nha.']","Năm 1950, nhân dân Ấn Độ giành được độc lập từ thực dân nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn," your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[B]

Reasoning: India gained independence from British colonial rule in 1947, and 1950 marked the official",B
147,history-2022-302-7,D,multiple_choice,12.0,"['Đánh bại cuộc hành quân của Mĩ vào An Lão', 'Đánh bại cuộc tập kích của không quân Mĩ', 'Chiến thắng Vạn Tường', 'Kí Hiệp định Giơnevơ']","Năm 1954, nhân dân Việt Nam giành được thắng lợi ngoại giao nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D]

**Reasoning:** The Geneva Accords of 1954, signed in Geneva, Switzerland, resulted in the division of",D
148,history-2023-303-10,A,multiple_choice,12.0,"['Mở chiến dịch Điện Biên Phủ.', 'Gia nhập tổ chức Liên hợp quốc.', 'Gia nhập tổ chức Thương mại Thế giới.', 'Phát động phong trào “Tuần lễ vàng"".']","Năm 1954, quân dân Việt Nam có hoạt động quân sự nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"
        ### Answer:
model
[A]

**Reasoning:** In 1954, the Việt Minh, acting as part of the Việt Nam Dân Việt Cộng",A
149,history-2024-303-3,B,multiple_choice,12.0,"['Đồng Xoài.', 'Điện Biên Phủ.', 'Huế – Đà Nẵng.', 'Vạn Tường.']","Năm 1954, quân dân Việt Nam giành được chiến thắng nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[B]

Reasoning: The Battle of Điện Biên Phủ in 1954 was a decisive victory for the Việt Minh (the",B
150,history-2023-302-14,A,multiple_choice,12.0,"['Xây dựng tập đoàn cứ điểm Điện Biên Phủ', 'Kí với triều đình nhà Nguyễn Hiệp ước Giáp Tuất', 'Rút toàn bộ quân đội ra khỏi miền Bắc Việt Nam', 'Rút toàn bộ quân đội ra khỏi ba nước Đông Dương']","Năm 1954, thực dân Pháp có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[A]

**Reasoning:** In 1954, the French were actively constructing the Điện Biên Phủ stronghold. This was a",A
151,history-2020-304-6,C,multiple_choice,12.0,"['Thụy Điển.', 'Hà Lan.', 'Liên Xô.', 'Thụy Sĩ.']","Năm 1957, quốc gia nào sau đây phóng thành công vệ tinh nhân tạo lên quỹ đạo Trái Đất?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn," your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[C]

Reasoning: The Soviet Union successfully launched Sputnik 1, the first artificial satellite, into Earth orbit on October 4, ",C
152,history-2023-302-21,A,multiple_choice,12.0,"['Liên Xô', 'Môdămbích', 'Bồ Đào Nha', 'Xudăng']","Năm 1957, quốc gia nào sau đây phóng thành công vệ tỉnh nhân tạo?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn," [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[A]

**Reasoning:** In 1957, the Soviet Union successfully launched Sputnik 1, the first artificial satellite to orbit",D
153,history-2020-301-3,B,multiple_choice,12.0,"['Lào.', 'Cuba.', 'Inđônêxia.', 'Campuchia.']","Năm 1959, nước cộng hòa nào sau đây được thành lập ở khu vực Mĩ Latinh?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[B]

**Reasoning:** In 1959, the Cuban Revolution led to the establishment of the Republic of Cuba. Fidel Castro",B
154,history-2023-302-13,B,multiple_choice,12.0,"['Ănggôla', 'Cuba', 'Brunây', 'Malaixia']","Năm 1959, thắng lợi của cuộc cách mạng nào sau đây đã mở đầu cho cao trào đấu tranh vũ trang ở khu vực Mĩ Latinh?",1.0,,,,Sự kiện / Hoạt động," not repeat the question or choices.
        ### Answer:
model
[B]

The Cuban Revolution, which culminated in 1959, served as a major inspiration and catalyst for armed struggles throughout Latin America",B
155,history-2020-301-29,D,multiple_choice,12.0,"['Libi được trao quyền tự trị.', 'Ai Cập được trao quyền tự trị.', 'Angiêri được trao quyền tự trị.', '17 nước ở châu Phi được trao trả độc lập.']",Năm 1960 được ghi nhận là “Năm châu Phi” với sự kiện nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"[D]

**Reasoning:**

1960 is widely recognized as ""Africa Year"" because a significant number of African nations gained independence",D
156,history-2020-303-31,B,multiple_choice,12.0,"['Angiêri được trao quyền tự trị.', '17 nước ở châu Phi được trao trả độc lập.', 'Libi được trao quyền tự trị.', 'Ai Cập được trao quyền tự trị.']","Năm 1960, lịch sử châu Phi ghi nhận sự kiện quan trọng nào sau đây?",,1.0,,,Sự kiện / Hoạt động,", B, C, or D and wrap it in square brackets like [A], [B], [C] or [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[B]

**Reasoning:** 1960 was a pivotal year for decolonization in Africa. A significant number of African nations",A
157,history-2020-303-33,C,multiple_choice,12.0,"['làm cho toàn cầu hóa trở thành một xu thế trong quan hệ quốc tế.', 'làm cho các khối quân sự đối đầu ở châu Âu bị giải thể hoàn toàn.', 'góp phần làm giảm tình trạng căng thẳng trong quan hệ quốc tế.', 'chuyển quan hệ hai nước từ thế đối đầu sang đồng minh chiến lược']","Năm 1972, Liên Xô và Mĩ kí kết Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM) và Hiệp định hạn chế vũ khí tiến công chiến lược (SALT-1) da",,,1.0,,Đánh giá,"
[C]

**Reasoning:** The ABM Treaty and SALT-1 were landmark agreements aimed at limiting the development and deployment of nuclear weapons and",C
158,history-2020-301-39,D,multiple_choice,12.0,"['làm cho các khối quân sự đối đầu ở châu Âu bị giải thể hoàn toàn.', 'làm cho toàn cầu hóa trở thành một xu thế trong quan hệ quốc tế.', 'chuyển quan hệ hai nước từ thế đối đầu sang đồng minh chiến lược.', 'góp phần làm giảm tình trạng đối đầu trong quan hệ quốc tế.']","Năm 1972, Liên Xô và Mĩ kí kết Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM) và Hiệp định hạn chế vũ khí tiến công chiến lược (SALT-1) đã",,,1.0,,Đánh giá,"[D]

**Reasoning:**

The ABM Treaty and SALT-1 were landmark agreements aimed at reducing the risk of nuclear war. The",D
159,history-2024-301-12,A,multiple_choice,12.0,"['Mở cuộc Tổng tiến công và nổi dậy.', 'Lập ra Hội Việt Nam Cách mạng Thanh niên.', 'Tham gia Đông Dương Cộng sản liên đoàn.', 'Thành lập tổ chức Việt Nam Quốc dân đảng.']","Năm 1975, quân dân Việt Nam có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động," letter: A, B, C, or D and wrap it in square brackets like [A], [B], [C] or [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[A]

**Reasoning:** In 1975, the Việt Nam People's Army was actively engaged in the “Tổng tiến",A
160,history-2023-302-12,B,multiple_choice,12.0,"['Cải cách văn hóa và giáo dục', 'Mở chiến dịch ở Tây Nguyên', 'Xây dựng nền kinh tế tự chủ', 'Gia nhập vào tổ chức ASEAN']","Năm 1975, quân dân miền Nam Việt Nam có hoạt động quân sự nào sau đây?",1.0,,,,Sự kiện / Hoạt động," repeat the question or choices.
        ### Answer:
model
[B]

Reasoning: In 1975, the Viet Cong (Southern Vietnamese forces) were primarily engaged in the final stages of",B
161,history-2022-302-8,B,multiple_choice,12.0,"['Thực dân Pháp vừa rút quân khỏi Việt Nam', 'Liên Xô lâm vào tình trạng khủng hoảng', 'Phát xít Italia vừa rút quân khỏi Việt Nam', 'Thực dân Anh vừa rút quân khỏi Việt Nam']","Năm 1986, Việt Nam bắt đầu thực hiện công cuộc đổi mới đất nước trong bối cảnh quốc tế nào sau đây?",,1.0,,,Bối cảnh/Nguyên nhân,"[A]

**Reasoning:** The 1986 launch of *Đổi Mới* (renovation) in Vietnam occurred during",A
162,history-2022-302-14,C,multiple_choice,12.0,"['nhân dân tệ', 'phrăng', 'ơrô', 'đôla']","Năm 1999, đồng tiền chung châu Âu được phát hành với tên gọi là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn," [A], [B], [C] or [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[C]

The Euro, the common currency for many European Union countries, was officially launched in 1999. The initial banknotes and",A
163,history-2022-304-6,A,multiple_choice,12.0,"['ơrô.', 'đôla.', 'nhân dân tệ.', 'phrăng.']","Năm 1999, đồng tiền chung châu Âu được phát hành với tên gọi là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"B], [C] or [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[D]

The Euro was launched in 1999 as the common currency for the Eurozone countries. The initial banknotes and coins were",C
164,history-2022-301-6,B,multiple_choice,12.0,"['Châu Phi.', 'Châu Âu.', 'Mĩ Latinh.', 'Châu Á']","Năm 1999, đồng ơrô (EURO) trở thành đồng tiền chung của nhiều nước thuộc khu vực nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"### Answer:
model
[B]

**Reasoning:** In 1999, the Euro became the common currency for many countries within the European Union (EU",B
165,history-2024-301-8,B,multiple_choice,12.0,"['Lào.', 'Trung Quốc.', 'Pháp.', 'Thụy Điển.']","Năm 2003, quốc gia nào sau đây ở châu Á phóng thành công tàu “Thần Châu 5"" bay vào vũ trụ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"### Answer:
model
[B]

Reasoning: The ""Shenzhou 5"" spacecraft, China's first manned spaceflight, launched in November 20",B
166,history-2020-302-18,B,multiple_choice,12.0,"['thực dân Anh.', 'chế độ độc tài Batixta.', 'thực dân Pháp.', 'thực dân Hà Lan.']",Nước Cộng hòa Cuba ra đời (ngày 1-1-1959) là kết quả đấu tranh của nhân dân Cuba chống,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B]

**Reasoning:**

The Cuban Revolution of 1959, which led to the establishment of the Republic of Cuba,",B
167,history-2020-303-18,D,multiple_choice,12.0,"['thực dân Pháp.', 'thực dân Anh.', 'thực dân Hà Lan.', 'chế độ độc tài thân Mĩ']",Nước Cộng hòa Cuba ra đời (ngày 1-1-1959) là kết quả đấu tranh của nhân dân Cuba chống,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"model
[A]

**Reasoning:** The Cuban Revolution of 1959, which led to the establishment of the Republic of Cuba, was",A
168,history-2022-303-19,D,multiple_choice,12.0,"['Văn hóa', 'Giáo dục', 'Y tế', 'Quân sự']",Nội dung của kế hoạch Nava do thực dân Pháp triển khai ở Việt Nam trong những năm 1953-1954 thuộc lĩnh vực nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,". Y tế
D. Quân sự
        ### Choose the correct answer and respond with a single letter: A, B, C, or D and wrap it in square brackets like [A], [B], [C] or [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[D]

**Reasoning:** The Plan Nava, implemented by the French in Vietnam between 1953-1954,",A
169,history-2022-304-36,A,multiple_choice,12.0,"['Mục tiêu chiến lược của cách mạng đã thay đổi.', 'Cần sớm hoàn thành mục tiêu độc lập dân tộc.', 'Nhằm phát huy cao nhất quyền dân tộc tự quyết.', 'Điều kiện lịch sử cụ thể của từng nước Đông Dương.']",Nội dung nào sau đây không là lí do để Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (tháng 5-1941) chủ trương giải quyết vấn đề dân tộc ở từng nước Đông Dương?,,,1.0,,Đánh giá,"Do not repeat the question or choices.
        ### Answer:
model
[D]

**Reasoning:**

The correct answer is [D]. The primary reason the Eighth Congress of the Indochinese Communist Party (",D
170,history-2022-302-31,C,multiple_choice,12.0,"['Điều kiện lịch sử cụ thể của từng nước Đông Dương.', 'Cần sớm hoàn thành mục tiêu độc lập dân tộc.', 'Tính chất cuộc cách mạng ở Đông Dương đã thay đổi,', 'Nhằm phát huy cao nhất quyền dân tộc tự quyết.']",Nội dung nào sau đây không là lí do để Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (tháng 5-1941) chủ trương giải quyết vấn đề dân tộc ở từng nước Đông Dương?,,,1.0,,Đánh giá," not repeat the question or choices.
        ### Answer:
model
[C]

**Reasoning:**

The correct answer is [C]. The 8th Congress of the Indochinese Communist Party (May",C
171,history-2023-302-30,C,multiple_choice,12.0,"['Là thắng lợi quan trọng, tạo ra thế và lực thuận lợi để tiến lên giải phóng hoàn toàn miền Nam.', 'Đó là thắng lợi của sự kết hợp đấu tranh trên ba mặt trận quân sự, chính trị, ngoại giao.', 'Là văn bản pháp lí quốc tế đầu tiên ghi nhận quyền dân tộc cơ bản của nhân dân Đông Dương.', 'Đó là kết quả cuộc đấu tranh kiên cường, bất khuất của quân dân hai miền Nam-Bắc.']",Nội dung nào sau đây không phải là ý nghĩa của Hiệp định Pari năm 1973 về Việt Nam?,,1.0,,,Kết quả / Ý nghĩa / Vai trò,"[C]

**Reasoning:**

The Paris Agreement (1973) primarily focused on the *ceasefire* and *negoti",C
172,history-2023-303-27,B,multiple_choice,12.0,"['Có thêm thời gian hòa bình để chuẩn bị cho cuộc kháng chiến lâu dài.', 'Buộc thực dân Pháp phải chấm dứt chiến tranh, rút hết quân đội về nước.', 'Chứng minh trên thực tế thiện chí hòa bình của nhân dân Việt Nam.', 'Tránh được cuộc chiến đấu bất lợi vì phải chống lại nhiều kẻ thù cùng lúc.']",Nội dung nào sau đây không phải là ý nghĩa của việc kí Hiệp định Sơ bộ (6-3-1946) đối với Việt Nam?,,1.0,,,Kết quả / Ý nghĩa / Vai trò,"[B]

**Reasoning:** The Sơ bộ 6-3-1946 was a significant diplomatic effort, but it did",B
173,history-2020-302-22,A,multiple_choice,12.0,"['Nguyễn Ái Quốc đã về nước và trực tiếp lãnh đạo cách mạng.', 'Pháp tăng cường khủng bố phong trào yêu nước Việt Nam.', 'Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt.', 'Việt Nam chịu tác động của cuộc khủng hoảng kinh tế 1929-1933.']",Nội dung nào sau đây không phản ánh đùng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,"[B]

**Reasoning:**

Option B is incorrect. While the French did increase their terrorist tactics during this period (known as the """,B
174,history-2020-304-27,D,multiple_choice,12.0,"['Pháp tăng cường khủng bố phong trào yêu nước Việt Nam', 'Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt', 'Việt Nam chịu tác động của cuộc khủng hoảng kinh tế 1929-1933', 'Phát xít Nhật tăng cường khủng bố nhân dân Việt Nam']",Nội dung nào sau đây không phản ánh đúng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân," Answer:
model
[C]

**Reasoning:**

The correct answer is [C]. While the 1929-1933 global economic",C
175,history-2020-301-28,A,multiple_choice,12.0,"['Nhật tiến hành cuộc đảo chính Pháp trên toàn Đông Dương.', 'Pháp tăng cường khủng bố phong trào yêu nước Việt Nam.', 'Việt Nam chịu tác động của cuộc khủng hoảng kinh tế 1929-1933.', 'Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt.']",Nội dung nào sau đây không phản ánh đúng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,"
model
[B]

**Reasoning:**

Option B, ""Pháp tăng cường khủng bố phong trào yêu nước Việt Nam,"" is not entirely",B
176,history-2020-303-32,C,multiple_choice,12.0,"['Pháp tăng cường khủng bố phong trào yêu nước Việt Nam.', 'Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt.', 'Phát xít Nhật tăng cường bóc lột nhân dân Đông Dương.', 'Việt Nam chịu tác động của cuộc khủng hoảng kinh tế 1929-1933.']",Nội dung nào sau đây không phản ánh đúng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,"[A]

**Reasoning:** While the French did employ terrorist tactics (acts of violence) during this period as part of their ""scorched",A
177,history-2020-301-26,A,multiple_choice,12.0,"['Cách mạng miền Nam luôn ở thế tiến công.', 'Miền Nam chưa được giải phóng.', 'Miền Bắc đã được giải phóng.', 'Đất nước tạm thời bị chia cắt làm hai miền.']",Nội dung nào sau đây không phản ánh đúng tình hình Việt Nam trong thời kì 1954-1975?,,1.0,,,Bối cảnh/Nguyên nhân," [A], [B], [C] or [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[B]

**Reasoning:**

The correct answer is [B]. During the period 1954-1975,",A
178,history-2020-303-24,B,multiple_choice,12.0,"['Miền Nam chưa được giải phóng.', 'Miền Bắc chưa được giải phóng.', 'Miền Bắc đã được giải phóng.', 'Đất nước tạm thời bị chia cắt làm hai miền.']",Nội dung nào sau đây không phản ánh đúng tình hình Việt Nam trong thời kì 1954-1975?,,1.0,,,Bối cảnh/Nguyên nhân," brackets like [A], [B], [C] or [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[D]

**Reasoning:** The period 1954-1975 was defined by the division of Vietnam. After the",A
179,history-2020-302-21,D,multiple_choice,12.0,"['Đất nước tạm thời bị chia cắt làm hai miền.', 'Miền Bắc đã được giải phóng.', 'Miền Nam chưa được giải phóng', 'Cả nước đi lên chủ nghĩa xã hội.']",Nội dung nào sau đây không phản ánh đúng tỉnh hình Việt Nam trong thời kì 1954-1975?,,1.0,,,Bối cảnh/Nguyên nhân," like [A], [B], [C] or [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[C]

**Reasoning:**

The correct answer is [C]. During the period 1954-1975,",A
180,history-2020-304-24,A,multiple_choice,12.0,"['Miền Nam đã được giải phóng', 'Miền Nam chưa được giải phóng', 'Miền Bắc đã được giải phóng', 'Đất nước tạm thời bị chia cắt làm hai miền']",Nội dung nào sau đây không phản ánh đúng tỉnh hình Việt Nam trong thời kì 1954-1975?,,1.0,,,Bối cảnh/Nguyên nhân,"], [B], [C] or [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[D]

**Reasoning:** The period 1954-1975 in Vietnam was characterized by a divided country. The",B
181,history-2022-302-27,C,multiple_choice,12.0,"['Tập trung bình lực.', 'Xây dựng đội quân cơ động chiến lược mạnh.', 'Thiết lập chính quyền tay sai Ngô Đình Diệm', 'Mở rộng ngụy quân.']",Nội dung nào sau đây không thuộc kế hoạch Nava của thực dân Pháp tiến hành ở Đông Dương trong những năm 1953-1954?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn," [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[C]

**Reasoning:**

The Plan Bảo Đại (Nava) was a French plan aimed at establishing a nominally independent, but ultimately",D
182,history-2023-302-5,B,multiple_choice,12.0,"['Việt Nam đang tiến hành công cuộc đổi mới đất nước', 'Chính phủ Mặt trận Nhân dân lên cầm quyền ở Pháp', 'Trung ương Cục miền Nam ra đời', 'Quân giải phóng miền Nam thành lập']",Nội dung nào sau đây là bối cảnh thế giới dẫn đến sự bùng nổ phong trào dân chủ 1936-1939 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,"
        Do not repeat the question or choices.
        ### Answer:
model
[B]

**Reasoning:**

The rise of the 1936-1939 democratic movement in Vietnam was directly linked",B
183,history-2023-302-28,D,multiple_choice,12.0,"['Thực hiện nhiệm vụ chống chế độ độc tài quân sự.', 'Góp phần đánh bại chủ nghĩa phát xít ở châu Âu.', 'Nhằm buộc Mĩ phải từ bỏ chiến lược toàn cầu.', 'Có tính chất giải phóng dân tộc và chính nghĩa.']",Nội dung nào sau đây là cơ sở để cuộc kháng chiến chống Pháp (1945-1954) của nhân dân Việt Nam nhận được sự ủng hộ từ lực lượng tiến bộ trên thế giới?,,1.0,,,Bối cảnh/Nguyên nhân,"[D]

**Reasoning:** The First Indochina War (1945-1954) resonated globally due to its",D
184,history-2024-304-25,C,multiple_choice,12.0,"['Xóa bỏ mọi tàn dư của chế độ phong kiến.', 'Xóa bỏ chế độ tư bản chủ nghĩa trên thế giới.', 'Lật đổ Chính phủ lâm thời của giai cấp tư sản.', 'Lật đổ chế độ quân chủ chuyên chế trên thế giới.']",Nội dung nào sau đây là kết quả của cuộc Cách mạng tháng Mười Nga năm 1917?,,1.0,,,Kết quả / Ý nghĩa / Vai trò," [D]. Explain your reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[C]

**Reasoning:** The October Revolution (also known as the Bolshevik Revolution) in 1917 resulted in the overthrow of",D
185,history-2024-304-12,C,multiple_choice,12.0,"['Sự giải thể của tất cả các tổ chức chính trị trên thế giới.', 'Tình trạng bùng nổ dân số trên thế giới được khắc phục triệt để.', 'Sự phát triển và tác động to lớn của các công ti xuyên quốc gia.', 'Tất cả các liên minh kinh tế, quân sự trên thế giới đã tan rã.']",Nội dung nào sau đây là một trong những biểu hiện chủ yếu của xu thế toàn cầu hóa (từ đầu những năm 80 của thế kỉ XX)?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[C]

**Reasoning:**

The rise of multinational corporations (MNCs) – companies operating in multiple countries – is a defining characteristic",C
186,history-2024-303-22,A,multiple_choice,12.0,"['Sự phát triển nhanh chóng của quan hệ thương mại quốc tế.', 'Tất cả các liên minh kinh tế trên thế giới đã tan rã.', 'Tình trạng ô nhiễm môi trường đã được khắc phục triệt để.', 'Sự giải thể của tất cả các tổ chức quân sự trên thế giới.']",Nội dung nào sau đây là một trong những biểu hiện chủ yếu của xu thế toàn cầu hóa (từ đầu những năm 80 của thế kỉ XX)?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"
        ### Answer:
model
[A]

**Reasoning:**

The rise of globalization starting in the 1980s was fundamentally characterized by a dramatic increase in",A
187,history-2023-302-1,C,multiple_choice,12.0,"['Pháp rút quân đội khỏi tất cả các nước thuộc địa', 'Anh rút quân đội khỏi tất cả các nước thuộc địa', 'Liên Xô và Mĩ tiến hành những cuộc gặp cấp cao', 'Mĩ giải thể tất cả các tổ chức quân sự trên thế giới']",Nội dung nào sau đây là một trong những biểu hiện của xu thế hòa hoãn Đông-Tây vào đầu những năm 70 của thế kỉ XX,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"
        Do not repeat the question or choices.
        ### Answer:
model
[C]

**Reasoning:**

The early 1970s witnessed a significant shift towards détente – a period of reduced tensions –",C
188,history-2024-303-28,D,multiple_choice,12.0,"['Có sự giúp đỡ của các nước trong hệ thống xã hội chủ nghĩa.', 'Có sự viện trợ kinh tế, quân sự của Lào và Campuchia.', 'Lực lượng vũ trang ba thứ quân đóng vai trò quyết định.', 'Sự lãnh đạo đúng đắn của Đảng Cộng sản Đông Dương.']",Nội dung nào sau đây là một trong những nguyên nhân chủ quan dẫn tới thắng lợi của cuộc Cách mạng tháng Tám năm 1945 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân," reasoning.
        Do not repeat the question or choices.
        ### Answer:
model
[D]

**Reasoning:**

While the other options played a role, the most fundamental and overarching cause of the success of the August Revolution",D
