id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,google/gemma-3-1b-it_response,google/gemma-3-1b-it_answer
history-2023-303-35,B,multiple_choice,12.0,"['Diễn ra trong bối cảnh cuộc Chiến tranh lạnh đang leo thang trên phạm vi thế giới.', 'Đưa cuộc chiến tranh cách mạng ở miền Nam đồng loạt tiến lên khởi nghĩa giành chính quyền.', 'Là cao trào đấu tranh của quần chúng nhân dân bao gồm những cuộc khởi nghĩa từng phần.', 'Đấu tranh chính trị là phương thức chủ yếu, có sự hỗ trợ của lực lượng vũ trang.']",Nhận định nào sau đây phản ánh không đúng về phong trào Đồng khởi (1959-1960) ở miền Nam Việt Nam?,,1.0,,,Đánh giá,"        [C] The Đồng Khô (the ""Red Drought"") was a period of intense peasant uprisings, primarily driven by the desire to overthrow the French colonial administration. It was a localized uprising, not a coordinated national movement.  

    ---",C
history-2024-304-22,D,multiple_choice,12.0,"['Quý tộc mới.', 'Quý tộc quân phiệt.', 'Giai cấp tư sản.', 'Văn thân, sĩ phu.']","Năm 1885, Tôn Thất Thuyết lấy danh nghĩa vua Hàm Nghi xuống chiếu Cần vương, kêu gọi lực lượng nào sau đây đứng lên chống Pháp?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A] Quý tộc mới
    
    Reasoning: The Tôn Thất Thuyết decree, issued in 1885, was a pivotal moment in the Vietnamese resistance against France. It aimed to mobilize the wealthy and",A
history-2023-302-6,D,multiple_choice,12.0,"['Kêu gọi nhân dân tăng gia sản xuất', 'Đọc Lời kêu gọi toàn quốc kháng chiến', 'Soạn thảo bản Tuyên ngôn độc lập', 'Tham gia sáng lập Đảng Cộng sản Pháp']","Năm 1920, Nguyễn Ái Quốc có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"    [A] Kêu gọi nhân dân tăng gia sản xuất
        
    Explanation: The 1920 movement was primarily focused on mobilizing the peasantry and advocating for land reform, which was a key element of the revolutionary strategy.  ",A
history-2023-303-39,D,multiple_choice,12.0,"['Là lí luận được hầu hết các dân tộc thuộc địa đã lựa chọn để cứu nước.', 'Là con đường cách mạng duy nhất giúp các dân tộc thuộc địa tự giải phóng.', 'Đáp ứng được yêu cầu giải phóng của tất cả giai cấp trong xã hội Việt Nam.', 'Là con đường cách mạng chủ trương giải phóng nhân dân lao động.']","Năm 1920, Nguyễn Ái Quốc đã chọn con đường cách mạng vô sản cho dân tộc Việt Nam vì lí do nào sau đây?",,1.0,,,Bối cảnh/Nguyên nhân,"    Explanation: [D] The choice of the path of the revolutionary movement was driven by the need to liberate all classes and the people of Vietnam.  

    ---
    
    Question:  Trong quá trình cách mạng, cuộc nổi dậy",D
history-2022-303-24,C,multiple_choice,12.0,"['Pêru', 'Panama', 'Nga Xô viết', 'Côlômbia']","Năm 1921, Chính sách kinh tế mới (NEP) đã tạo ra chuyển biến tích cực trong nền kinh tế của nước nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A] Pêru
    
    Reasoning: The NEP was implemented in Peru, and it was a significant experiment in economic reform that aimed to balance state intervention with market mechanisms.  

    ---
    
    Question:",A
history-2024-304-7,C,multiple_choice,12.0,"['Trung ương Cục miền Nam.', 'Trung đội Cứu quốc quân II.', 'An Nam Cộng sản đảng.', 'Quân giải phóng miền Nam.']","Năm 1929, tổ chức nào sau đây của Việt Nam được thành lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  The Vietnamese Communist Party was established in 1929.
    
    Explanation: The Vietnamese Communist Party (VCP) was formally established in 1929 by the Vietnamese Communist Party (VCP)",A
history-2024-303-30,C,multiple_choice,12.0,"['Việt Nam Quốc dân đảng.', 'Đảng Lập hiến.', 'Đông Dương Cộng sản đảng.', 'Đảng Thanh niên.']","Năm 1929, tổ chức nào sau đây được thành lập ở Việt Nam theo khuynh hướng vô sản?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A] Việt Nam Quốc dân đảng.
    
    Reasoning: The Việt Nam Quốc dân đảng was founded in 1929 by the Communist Party of Vietnam, aiming to promote the revolution and establish a socialist state.  ",A
history-2023-304-16,D,multiple_choice,12.0,"['Ba Đình.', 'Hương Khê.', 'Hùng Lĩnh.', 'Yên Bái.']","Năm 1930, Việt Nam Quốc dân đảng lãnh đạo cuộc khởi nghĩa",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A] Ba Đình
    
    Reasoning: Ba Đình is the most famous and significant uprising of the Vietnamese National Democratic Revolutionary Party. It was a pivotal moment in the fight against French colonial rule, and it was led by General Ba",A
history-2022-303-7,D,multiple_choice,12.0,"['Thụy Sĩ.', 'Na Uy.', 'Thụy Điển.', 'Lào.']","Năm 1941, Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương chủ trương giúp đỡ việc lập mặt trận ở nước nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    Explanation: The 1941 conference of the Central Committee of the Communist Party of Indochina (later Vietnam) advocated for the establishment of a military alliance with the French, the United Kingdom, and the United States.  The main",
history-2023-301-35,A,multiple_choice,12.0,"['Phát triển, củng cố tiềm lực và mở rộng trận địa cách mạng.', 'Giành được chính quyền ở một số thành phố lớn, mở rộng căn cứ địa cách mạng.', 'Mở rộng chiến khu cách mạng, tiến lên đánh đuổi Pháp-Nhật.', 'Thúc đẩy nhanh quá trình thành lập mặt trận thống nhất ba dân tộc Đông Dương.']","Năm 1945 ở Việt Nam, khởi nghĩa từng phần có đóng góp nào sau đây đối với cuộc Tổng khởi nghĩa tháng Tám?",,,1.0,,Kết quả / Ý nghĩa / Vai trò,"        [A]  The initial uprising, while contributing to the overall momentum, was primarily a localized effort to build up the base of the revolution and consolidate control over key areas.  
        
        
    ---
    
    Question:",A
history-2023-302-2,D,multiple_choice,12.0,"['Nhật Bản', 'Anh', 'Đức', 'Inđônêxia']","Năm 1945, quốc gia nào sau đây ở khu vực Đông Nam Á tuyên bố độc lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A] Nhật Bản
    
    Reasoning: The Japanese government declared independence in 1945, and the Republic of Indochina (which included Vietnam, Laos, and Cambodia) was the first country in the region to",A
history-2023-303-19,D,multiple_choice,12.0,"['Canada.', 'Hà Lan.', 'Áo.', 'Mĩ.']","Năm 1947, quốc gia nào sau đây phát động cuộc Chiến tranh lạnh chống Liên Xô?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A] Canada.
    
    Reasoning: Canada was a key ally of the United States during the Cold War, providing significant military and economic support to the U.S. in the fight against the Soviet Union.  

    ",A
history-2020-302-3,B,multiple_choice,12.0,"['Phần Lan.', 'Mĩ.', 'Đan Mạch.', 'Thái Lan.']","Năm 1948, sản lượng công nghiệp của quốc gia nào sau đây chiếm hơn 50% sản lượng công nghiệp toàn thế giới?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    Explanation:
    The correct answer is [A] Phần Lan.  
    The production of industrial output by Finland in 1948 was over 50% of global industrial output.  Finland was a major industrial power during",A
history-2020-303-17,B,multiple_choice,12.0,"['Thụy Điển.', 'Liên Xô.', 'Thụy Sĩ.', 'Đan Mạch.']","Năm 1949, quốc gia nào sau đây chế tạo thành công bom nguyên tử?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    Explanation:
    The answer is [C] Thụy Sĩ.  The Swiss Army Group, developed during World War II, was the first to successfully produce and deploy atomic bombs.  
    
    ---
    
    Question",C
history-2020-301-15,D,multiple_choice,12.0,"['Hà Lan.', 'Thụy Sĩ.', 'Thụy Điển.', 'Liên Xô.']","Năm 1949, quốc gia nào sau đây phá vỡ thể độc quyền vũ khí nguyên tử của Mĩ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  The Soviet Union.  
    
    Reasoning: The Soviet Union, under the leadership of Joseph Stalin, initiated the nuclear arms race with the United States.  The Soviet Union's development and deployment of nuclear weapons",A
history-2020-302-8,B,multiple_choice,12.0,"['Bỉ.', 'Anh.', 'Bồ Đào Nha.', 'Tây Ban Nha.']","Năm 1950, nhân dân Ấn Độ giành được độc lập từ thực dân nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [C] B. Anh.  
    
    Explanation:  The Indian independence movement began in 1947, but the decisive moment of independence came in 1950 when the Indian National Congress, led by Mahatma",C
history-2022-302-7,D,multiple_choice,12.0,"['Đánh bại cuộc hành quân của Mĩ vào An Lão', 'Đánh bại cuộc tập kích của không quân Mĩ', 'Chiến thắng Vạn Tường', 'Kí Hiệp định Giơnevơ']","Năm 1954, nhân dân Việt Nam giành được thắng lợi ngoại giao nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"        [A] Đánh bại cuộc hành quân của Mĩ vào An Lão
        
        Reasoning: The decisive victory at Vạn Tường, achieved through a combined effort of the Vietnamese army and the People's Liberation Army,",A
history-2023-303-10,A,multiple_choice,12.0,"['Mở chiến dịch Điện Biên Phủ.', 'Gia nhập tổ chức Liên hợp quốc.', 'Gia nhập tổ chức Thương mại Thế giới.', 'Phát động phong trào “Tuần lễ vàng"".']","Năm 1954, quân dân Việt Nam có hoạt động quân sự nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"    [A] Mở chiến dịch Điện Biên Phủ.
    
    Reasoning: The opening of the Battle of Điện Biên Phủ was a pivotal moment in the Vietnamese War, marking a significant shift in the military strategy and demonstrating the",A
history-2024-303-3,B,multiple_choice,12.0,"['Đồng Xoài.', 'Điện Biên Phủ.', 'Huế – Đà Nẵng.', 'Vạn Tường.']","Năm 1954, quân dân Việt Nam giành được chiến thắng nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"        [A] Đồng Xoài
        
        Reasoning: Đồng Xoài was the first major victory of the Vietnamese People's Army, marking a significant turning point in the war.  
        
    ---
    
",A
history-2023-302-14,A,multiple_choice,12.0,"['Xây dựng tập đoàn cứ điểm Điện Biên Phủ', 'Kí với triều đình nhà Nguyễn Hiệp ước Giáp Tuất', 'Rút toàn bộ quân đội ra khỏi miền Bắc Việt Nam', 'Rút toàn bộ quân đội ra khỏi ba nước Đông Dương']","Năm 1954, thực dân Pháp có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"    [A]  Xây dựng tập đoàn cứ điểm Điện Biên Phủ - This was a key component of the French strategy to control and exploit Vietnam's resources.
    
    
    ---
    
    Question:  Trong",A
history-2020-304-6,C,multiple_choice,12.0,"['Thụy Điển.', 'Hà Lan.', 'Liên Xô.', 'Thụy Sĩ.']","Năm 1957, quốc gia nào sau đây phóng thành công vệ tinh nhân tạo lên quỹ đạo Trái Đất?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  The Soviet Union
    
    Reasoning: The Soviet Union successfully launched the first artificial satellite, Sputnik 1, in October 1957. This marked a significant milestone in the space race and demonstrated the Soviet",A
history-2023-302-21,A,multiple_choice,12.0,"['Liên Xô', 'Môdămbích', 'Bồ Đào Nha', 'Xudăng']","Năm 1957, quốc gia nào sau đây phóng thành công vệ tỉnh nhân tạo?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"        [A] Liên Xô
        
        Reasoning: The Soviet Union successfully launched the artificial satellite ""Vostok"" (Peace) in 1957. This was a major technological achievement and a symbol of Soviet space prowess.",A
history-2020-301-3,B,multiple_choice,12.0,"['Lào.', 'Cuba.', 'Inđônêxia.', 'Campuchia.']","Năm 1959, nước cộng hòa nào sau đây được thành lập ở khu vực Mĩ Latinh?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  Lao
    
    Reasoning:  The 1959 establishment of the People's Republic of Laos in the Mĩ Latinh region was a pivotal moment in the Cold War, marking a significant shift",A
history-2023-302-13,B,multiple_choice,12.0,"['Ănggôla', 'Cuba', 'Brunây', 'Malaixia']","Năm 1959, thắng lợi của cuộc cách mạng nào sau đây đã mở đầu cho cao trào đấu tranh vũ trang ở khu vực Mĩ Latinh?",1.0,,,,Sự kiện / Hoạt động,"    Explanation:
    The answer is [B] Cuba. The Cuban Revolution, led by Fidel Castro, began in 1959, marking a significant escalation of armed struggle in Latin America.  
    
    ---
    
",B
history-2020-301-29,D,multiple_choice,12.0,"['Libi được trao quyền tự trị.', 'Ai Cập được trao quyền tự trị.', 'Angiêri được trao quyền tự trị.', '17 nước ở châu Phi được trao trả độc lập.']",Năm 1960 được ghi nhận là “Năm châu Phi” với sự kiện nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"    Explanation:
    The correct answer is [A].  The ""Year of Africa"" (1960) was a period of significant independence movements across the continent.  Libi, Ai Cập, Angiêri, and",A
history-2020-303-31,B,multiple_choice,12.0,"['Angiêri được trao quyền tự trị.', '17 nước ở châu Phi được trao trả độc lập.', 'Libi được trao quyền tự trị.', 'Ai Cập được trao quyền tự trị.']","Năm 1960, lịch sử châu Phi ghi nhận sự kiện quan trọng nào sau đây?",,1.0,,,Sự kiện / Hoạt động,"    [A] Angiêri được trao quyền tự trị.
    
    Reasoning: Angiêri was a key battleground in the Algerian War, and its liberation in 1960 was a significant victory for the",A
history-2020-303-33,C,multiple_choice,12.0,"['làm cho toàn cầu hóa trở thành một xu thế trong quan hệ quốc tế.', 'làm cho các khối quân sự đối đầu ở châu Âu bị giải thể hoàn toàn.', 'góp phần làm giảm tình trạng căng thẳng trong quan hệ quốc tế.', 'chuyển quan hệ hai nước từ thế đối đầu sang đồng minh chiến lược']","Năm 1972, Liên Xô và Mĩ kí kết Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM) và Hiệp định hạn chế vũ khí tiến công chiến lược (SALT-1) da",,,1.0,,Đánh giá,    Explanation: [A] The ABM agreement and SALT-1 aimed to reduce the risk of nuclear war by limiting the development and deployment of nuclear weapons. This was a significant step towards arms control and a move towards a more stable international environment.,A
history-2020-301-39,D,multiple_choice,12.0,"['làm cho các khối quân sự đối đầu ở châu Âu bị giải thể hoàn toàn.', 'làm cho toàn cầu hóa trở thành một xu thế trong quan hệ quốc tế.', 'chuyển quan hệ hai nước từ thế đối đầu sang đồng minh chiến lược.', 'góp phần làm giảm tình trạng đối đầu trong quan hệ quốc tế.']","Năm 1972, Liên Xô và Mĩ kí kết Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM) và Hiệp định hạn chế vũ khí tiến công chiến lược (SALT-1) đã",,,1.0,,Đánh giá,"        [C] The ABM agreement and SALT-1 were designed to reduce the risk of nuclear war and limit the potential for escalation in a world with a growing number of nuclear weapons.  

    ---
    
    Question:  Trong",C
history-2024-301-12,A,multiple_choice,12.0,"['Mở cuộc Tổng tiến công và nổi dậy.', 'Lập ra Hội Việt Nam Cách mạng Thanh niên.', 'Tham gia Đông Dương Cộng sản liên đoàn.', 'Thành lập tổ chức Việt Nam Quốc dân đảng.']","Năm 1975, quân dân Việt Nam có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"        [A] Mở cuộc Tổng tiến công và nổi dậy.
        
        Reasoning: The 1975 operation was the beginning of the People's War, a large-scale armed struggle against the South Vietnamese government.",A
history-2023-302-12,B,multiple_choice,12.0,"['Cải cách văn hóa và giáo dục', 'Mở chiến dịch ở Tây Nguyên', 'Xây dựng nền kinh tế tự chủ', 'Gia nhập vào tổ chức ASEAN']","Năm 1975, quân dân miền Nam Việt Nam có hoạt động quân sự nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"    [A] Cải cách văn hóa và giáo dục
    
    Explanation: The 1975 campaign was primarily focused on the liberation of South Vietnam, with a primary goal of dismantling the French-backed government and establishing a new",A
history-2022-302-8,B,multiple_choice,12.0,"['Thực dân Pháp vừa rút quân khỏi Việt Nam', 'Liên Xô lâm vào tình trạng khủng hoảng', 'Phát xít Italia vừa rút quân khỏi Việt Nam', 'Thực dân Anh vừa rút quân khỏi Việt Nam']","Năm 1986, Việt Nam bắt đầu thực hiện công cuộc đổi mới đất nước trong bối cảnh quốc tế nào sau đây?",,1.0,,,Bối cảnh/Nguyên nhân,"    [A] Thực dân Pháp vừa rút quân khỏi Việt Nam.
    
    Explanation: The Vietnamese Revolution in 1954 and the subsequent reunification of the country in 1975 were driven by the desire to liberate the",A
history-2022-302-14,C,multiple_choice,12.0,"['nhân dân tệ', 'phrăng', 'ơrô', 'đôla']","Năm 1999, đồng tiền chung châu Âu được phát hành với tên gọi là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A] nhân dân tệ
    
    Reasoning: The correct answer is the nhân dân tệ. The ""đồng tiền chung"" refers to the currency of the People's Republic of China, which is the nhân dân tệ.  ",A
history-2022-304-6,A,multiple_choice,12.0,"['ơrô.', 'đôla.', 'nhân dân tệ.', 'phrăng.']","Năm 1999, đồng tiền chung châu Âu được phát hành với tên gọi là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A] ơrô
    
    Reasoning: The ơrô is the currency of Bosnia and Herzegovina, a country that was part of Yugoslavia. The  đôla, nhân dân tệ, and phrăng are the",A
history-2022-301-6,B,multiple_choice,12.0,"['Châu Phi.', 'Châu Âu.', 'Mĩ Latinh.', 'Châu Á']","Năm 1999, đồng ơrô (EURO) trở thành đồng tiền chung của nhiều nước thuộc khu vực nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A] Châu Phi
    
    Explanation: The European Union (EU) is a political and economic union of 27 European countries.  
    
    ---
    
    Question:  Trong cuộc chiến tranh Việt Nam",A
history-2024-301-8,B,multiple_choice,12.0,"['Lào.', 'Trung Quốc.', 'Pháp.', 'Thụy Điển.']","Năm 2003, quốc gia nào sau đây ở châu Á phóng thành công tàu “Thần Châu 5"" bay vào vũ trụ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    Explanation:
    The correct answer is [C] France. The ""Thần Châu 5"" was a French satellite submarine launched in 2003.  
    
    The explanation: The French space program, spearheaded by",C
history-2020-302-18,B,multiple_choice,12.0,"['thực dân Anh.', 'chế độ độc tài Batixta.', 'thực dân Pháp.', 'thực dân Hà Lan.']",Nước Cộng hòa Cuba ra đời (ngày 1-1-1959) là kết quả đấu tranh của nhân dân Cuba chống,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  The Cuban Revolution, led by Fidel Castro, was a result of the Cuban people's struggle against Spanish colonial rule.
    
    Explanation: The Cuban Revolution was a culmination of decades of resistance against Spanish rule, fueled",A
history-2020-303-18,D,multiple_choice,12.0,"['thực dân Pháp.', 'thực dân Anh.', 'thực dân Hà Lan.', 'chế độ độc tài thân Mĩ']",Nước Cộng hòa Cuba ra đời (ngày 1-1-1959) là kết quả đấu tranh của nhân dân Cuba chống,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A] thực dân Pháp.
    
    Reasoning: Cuba was a Spanish colony under Spanish rule. The Cuban Revolution, led by Fidel Castro, overthrew the Spanish monarchy in 1959, leading to the establishment",A
history-2022-303-19,D,multiple_choice,12.0,"['Văn hóa', 'Giáo dục', 'Y tế', 'Quân sự']",Nội dung của kế hoạch Nava do thực dân Pháp triển khai ở Việt Nam trong những năm 1953-1954 thuộc lĩnh vực nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    Explanation:
    The Nava plan was a military strategy designed to undermine the Vietnamese people's morale and weaken their resistance. It focused on creating a climate of fear and uncertainty, and it was aimed at disrupting the Vietnamese economy and society.  ",A
history-2022-304-36,A,multiple_choice,12.0,"['Mục tiêu chiến lược của cách mạng đã thay đổi.', 'Cần sớm hoàn thành mục tiêu độc lập dân tộc.', 'Nhằm phát huy cao nhất quyền dân tộc tự quyết.', 'Điều kiện lịch sử cụ thể của từng nước Đông Dương.']",Nội dung nào sau đây không là lí do để Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (tháng 5-1941) chủ trương giải quyết vấn đề dân tộc ở từng nước Đông Dương?,,,1.0,,Đánh giá,"        [A] The goal of the revolution has changed, and the party has shifted its focus to national liberation.
        
        
    ---
    
    Question:  Trong quá trình xây dựng chính trị của Đảng Cộng sản Việt Nam",A
history-2022-302-31,C,multiple_choice,12.0,"['Điều kiện lịch sử cụ thể của từng nước Đông Dương.', 'Cần sớm hoàn thành mục tiêu độc lập dân tộc.', 'Tính chất cuộc cách mạng ở Đông Dương đã thay đổi,', 'Nhằm phát huy cao nhất quyền dân tộc tự quyết.']",Nội dung nào sau đây không là lí do để Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (tháng 5-1941) chủ trương giải quyết vấn đề dân tộc ở từng nước Đông Dương?,,,1.0,,Đánh giá,"        [A]  The conditions of each country were unique, reflecting the diverse social and economic realities of the time.
        
        
    ---
    
    Question:  Trong cuộc kháng chiến chống Pháp, sự xuất hiện của các",A
history-2023-302-30,C,multiple_choice,12.0,"['Là thắng lợi quan trọng, tạo ra thế và lực thuận lợi để tiến lên giải phóng hoàn toàn miền Nam.', 'Đó là thắng lợi của sự kết hợp đấu tranh trên ba mặt trận quân sự, chính trị, ngoại giao.', 'Là văn bản pháp lí quốc tế đầu tiên ghi nhận quyền dân tộc cơ bản của nhân dân Đông Dương.', 'Đó là kết quả cuộc đấu tranh kiên cường, bất khuất của quân dân hai miền Nam-Bắc.']",Nội dung nào sau đây không phải là ý nghĩa của Hiệp định Pari năm 1973 về Việt Nam?,,1.0,,,Kết quả / Ý nghĩa / Vai trò,"        [A]  The significance of the Paris Agreement was to create favorable conditions for the complete liberation of the South.
        
        
        Explanation: The Paris Agreement was a crucial step in the process of achieving independence for the people of Southeast",A
history-2023-303-27,B,multiple_choice,12.0,"['Có thêm thời gian hòa bình để chuẩn bị cho cuộc kháng chiến lâu dài.', 'Buộc thực dân Pháp phải chấm dứt chiến tranh, rút hết quân đội về nước.', 'Chứng minh trên thực tế thiện chí hòa bình của nhân dân Việt Nam.', 'Tránh được cuộc chiến đấu bất lợi vì phải chống lại nhiều kẻ thù cùng lúc.']",Nội dung nào sau đây không phải là ý nghĩa của việc kí Hiệp định Sơ bộ (6-3-1946) đối với Việt Nam?,,1.0,,,Kết quả / Ý nghĩa / Vai trò,"        [D] The signing of the First Indochina Peace Agreement (6-3-1946) did not provide a guarantee of a peaceful transition to independence. It merely postponed the inevitable conflict, and it did not guarantee a peaceful",D
history-2020-302-22,A,multiple_choice,12.0,"['Nguyễn Ái Quốc đã về nước và trực tiếp lãnh đạo cách mạng.', 'Pháp tăng cường khủng bố phong trào yêu nước Việt Nam.', 'Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt.', 'Việt Nam chịu tác động của cuộc khủng hoảng kinh tế 1929-1933.']",Nội dung nào sau đây không phản ánh đùng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,"    [A] Nguyễn Ái Quốc đã về nước và trực tiếp lãnh đạo cách mạng.
    
    Explanation: The platform emphasized both national liberation from imperialism and land reform tasks, reflecting the viewpoint of resolving national and class issues simultaneously and harmon",A
history-2020-304-27,D,multiple_choice,12.0,"['Pháp tăng cường khủng bố phong trào yêu nước Việt Nam', 'Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt', 'Việt Nam chịu tác động của cuộc khủng hoảng kinh tế 1929-1933', 'Phát xít Nhật tăng cường khủng bố nhân dân Việt Nam']",Nội dung nào sau đây không phản ánh đúng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,"        [A] Pháp tăng cường khủng bố phong trào yêu nước Việt Nam.
        
        Reasoning: The 1930-1931 movement was characterized by a combination of patriotic resistance and a desire to undermine French",A
history-2020-301-28,A,multiple_choice,12.0,"['Nhật tiến hành cuộc đảo chính Pháp trên toàn Đông Dương.', 'Pháp tăng cường khủng bố phong trào yêu nước Việt Nam.', 'Việt Nam chịu tác động của cuộc khủng hoảng kinh tế 1929-1933.', 'Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt.']",Nội dung nào sau đây không phản ánh đúng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,"        [A] Nhật tiến hành cuộc đảo chính Pháp trên toàn Đông Dương.  
        
        Reasoning: The 1930-1931 movement was primarily driven by the desire to liberate Vietnam from French colonial rule.",A
history-2020-303-32,C,multiple_choice,12.0,"['Pháp tăng cường khủng bố phong trào yêu nước Việt Nam.', 'Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt.', 'Phát xít Nhật tăng cường bóc lột nhân dân Đông Dương.', 'Việt Nam chịu tác động của cuộc khủng hoảng kinh tế 1929-1933.']",Nội dung nào sau đây không phản ánh đúng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,"    [A] Pháp tăng cường khủng bố phong trào yêu nước Việt Nam.
    
    Reasoning: The 1930-1931 movement was primarily driven by a desire to resist French imperialism and to address the",A
history-2020-301-26,A,multiple_choice,12.0,"['Cách mạng miền Nam luôn ở thế tiến công.', 'Miền Nam chưa được giải phóng.', 'Miền Bắc đã được giải phóng.', 'Đất nước tạm thời bị chia cắt làm hai miền.']",Nội dung nào sau đây không phản ánh đúng tình hình Việt Nam trong thời kì 1954-1975?,,1.0,,,Bối cảnh/Nguyên nhân,"        [A] Cách mạng miền Nam luôn ở thế tiến công.
        
        Reasoning: The period from 1954 to 1975 was characterized by the struggle for liberation in the South, with the U.",A
history-2020-303-24,B,multiple_choice,12.0,"['Miền Nam chưa được giải phóng.', 'Miền Bắc chưa được giải phóng.', 'Miền Bắc đã được giải phóng.', 'Đất nước tạm thời bị chia cắt làm hai miền.']",Nội dung nào sau đây không phản ánh đúng tình hình Việt Nam trong thời kì 1954-1975?,,1.0,,,Bối cảnh/Nguyên nhân,"        [A] Miền Nam chưa được giải phóng.
        
        Reasoning: The period from 1954 to 1975 was characterized by the continued struggle for liberation in the South, with the North still under",A
history-2020-302-21,D,multiple_choice,12.0,"['Đất nước tạm thời bị chia cắt làm hai miền.', 'Miền Bắc đã được giải phóng.', 'Miền Nam chưa được giải phóng', 'Cả nước đi lên chủ nghĩa xã hội.']",Nội dung nào sau đây không phản ánh đúng tỉnh hình Việt Nam trong thời kì 1954-1975?,,1.0,,,Bối cảnh/Nguyên nhân,"        [A] Đất nước tạm thời bị chia cắt làm hai miền.
        
        Reasoning: The period from 1954-1975 was characterized by the division of Vietnam into the North and South, with",A
history-2020-304-24,A,multiple_choice,12.0,"['Miền Nam đã được giải phóng', 'Miền Nam chưa được giải phóng', 'Miền Bắc đã được giải phóng', 'Đất nước tạm thời bị chia cắt làm hai miền']",Nội dung nào sau đây không phản ánh đúng tỉnh hình Việt Nam trong thời kì 1954-1975?,,1.0,,,Bối cảnh/Nguyên nhân,"    [A] Miền Nam đã được giải phóng
        
    Explanation:
    The period from 1954 to 1975 saw the liberation of the Miền Nam, but the North remained divided.  Therefore",A
history-2022-302-27,C,multiple_choice,12.0,"['Tập trung bình lực.', 'Xây dựng đội quân cơ động chiến lược mạnh.', 'Thiết lập chính quyền tay sai Ngô Đình Diệm', 'Mở rộng ngụy quân.']",Nội dung nào sau đây không thuộc kế hoạch Nava của thực dân Pháp tiến hành ở Đông Dương trong những năm 1953-1954?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"        [A] Tập trung bình lực.
        
        Reasoning: Nava was a strategic plan focused on building a mobile, strategically-equipped army to exploit the weaknesses of the Vietnamese resistance. It did not involve building a political regime or expanding",A
