id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,google/gemma-2-2b-it_response,google/gemma-2-2b-it_answer
history-2021-301-19,C,multiple_choice,12.0,"['Liên minh châu Âu (EU) được thành lập', 'Cộng đồng châu Âu (EC) ra đời', 'nước Cộng hòa Inđônêxia ra đời', 'Cộng đồng kinh tế châu Âu (EEC) ra đời']",Một trong những sự kiện diễn ra ở khu vực Đông Nam Á năm 1945 là,1.0,,,,Sự kiện / Hoạt động,"    [C] The establishment of the Republic of Indonesia in 1945 marked a significant event in Southeast Asia.  

    ---


    ###  
    
    ###  
    
    ###  
    
    ###",C
history-2021-303-15,B,multiple_choice,12.0,"['Cộng đồng kinh tế châu Âu (EEC) ra đời.', 'Lào tuyên bố độc lập,', 'Cộng đồng châu Âu (EC) ra đời.', 'Liên minh châu Âu (EU) được thành lập.']",Một trong những sự kiện diễn ra ở khu vực Đông Nam Á năm 1945 là,1.0,,,,Sự kiện / Hoạt động,"    [B] Lào tuyên bố độc lập.  

    Explanation: 
    Lào tuyên bố độc lập vào ngày 9 tháng 10 năm 1945. 
    
    ---
    
    ",B
history-2021-301-9,B,multiple_choice,12.0,"['Ngân hàng Thế giới (WB).', 'Cộng đồng châu Âu (EC).', 'Đại hội dân tộc Phi (ANC).', 'Hiệp hội các quốc gia Đông Nam Á (ASEAN).']",Một trong những tổ chức của các nước Tây Âu được thành lập trong nửa sau thế kỉ XX là,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B] The European Community (EC), also known as the European Union (EU), was established in the late 20th century.  

    ---
    
    ### Explanation: 
    The European Community (EC) was",B
history-2021-304-17,A,multiple_choice,12.0,"['Cộng đồng kinh tế châu Âu (EEC).', 'Ngân hàng Thế giới (WB).', 'Hiệp hội các quốc gia Đông Nam Á (ASEAN).', 'Đại hội dân tộc Phí (ANC)']",Một trong những tổ chức của các nước Tây Âu được thành lập trong nửa sau thế kỉ XX là,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A] The European Economic Community (EEC) was established in the latter half of the 20th century.  

    Explanation: The EEC, later known as the European Union (EU), was formed in 1957",A
history-2021-303-12,C,multiple_choice,12.0,"['Hiệp hội các quốc gia Đông Nam Á (ASEAN).', 'Ngân hàng Thế giới (WB).', 'Cộng đồng than-thép châu Âu.', 'Đại hội dân tộc Phi (ANC).']",Một trong những tổ chức của các nước Tây Âu được thành lập trong nửa sau thế kỉ XX là,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[C] The European Coal and Steel Community (ECSC) was established in the late 20th century.  

    Explanation: The European Coal and Steel Community (ECSC) was a precursor to the European Union (EU). It",C
history-2021-302-10,B,multiple_choice,12.0,"['Đại hội dân tộc Phi (ANC).', 'Liên minh châu Âu (EU).', 'Hiệp hội các quốc gia Đông Nam Á (ASEAN).', 'Ngân hàng Thế giới (WB).']",Một trong những tổ chức của các nước Tây Âu được thành lập trong nửa sau thế kỉ XX là,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B] The European Union (EU) was established in the latter half of the 20th century.  

    Explanation: The European Union (EU) is a political and economic union of 27 European countries. It was founded",B
history-2022-302-23,D,multiple_choice,12.0,"['cần liên minh để chống phát xít.', 'cần đoàn kết lật đổ quân phiệt Nhật Bản.', 'chung mục tiêu đi lên chủ nghĩa xã hội', 'nhu cầu hợp tác để cùng phát triển']",Một trong những yếu tố thúc đẩy sự ra đời của Hiệp hội các quốc gia Đông Nam Á (ASEAN) năm 1967 là,,1.0,,,Bối cảnh/Nguyên nhân,"[D] ASEAN was formed to promote economic cooperation and development among its member states.  
 
### Explanation: 
The primary motivation behind the formation of ASEAN was to foster economic cooperation and development among Southeast Asian nations. The other options are",D
history-2020-303-14,C,multiple_choice,12.0,"['biển miền Nam thành thị trường xuất khẩu duy nhất.', 'biến miền Nam thành căn cứ quân sự duy nhất.', 'chia cất lâu dài đất nước Việt Nam.', 'biển miền Nam thành đồng mình duy nhất.']",Một trong những âm mưu của Mĩ khi tiến hành chiến tranh xâm lược Việt Nam trong thời kì 1954-1975 là,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[B] The United States' primary objective was to establish a permanent military base in South Vietnam.  

    Explanation: The US sought to maintain a strong military presence in Southeast Asia to counter the spread of communism and to secure access to vital resources",B
history-2020-302-6,B,multiple_choice,12.0,"['thị trường xuất khẩu duy nhất.', 'căn cứ quân sự của Mĩ ở Đông Nam Á.', 'đồng minh duy nhất.', 'căn cứ quân sự duy nhất.']",Một trong những âm mưu của Mĩ trong thời kì 1954-1975 là biến miền Nam Việt Nam thành,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[B] The United States' plan was to establish military bases in Southeast Asia.  

    Explanation: The United States' policy in the 1954-1975 period was to maintain a strong military presence in Southeast Asia",B
history-2020-304-1,A,multiple_choice,12.0,"['thuộc địa kiểu mới.', 'căn cứ quân sự duy nhất.', 'thị trường xuất khẩu duy nhất.', 'đồng minh duy nhất.']",Một trong những âm mưu của Mĩ trong thời kì 1954-1975 là biến miền Nam Việt Nam thành,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[C] 
 
    Explanation: 
    The United States aimed to make South Vietnam a single export market, a strategy that was part of their broader Cold War policy of containing communism. 
    
    ---
    
",C
history-2020-301-8,B,multiple_choice,12.0,"['thị trường xuất khẩu duy nhất.', 'căn cứ quân sự của Mĩ ở Đông Dương.', 'đồng minh duy nhất.', 'căn cứ quân sự duy nhất.']",Một trong những âm mưu của Mĩ trong thời kì 1954-1975 là biển miền Nam Việt Nam thành,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[D] The United States' plan was to establish a military base in South Vietnam, which was a key part of their strategy to contain the spread of communism in Southeast Asia.  
 
    ---
 
    
",D
history-2023-303-21,D,multiple_choice,12.0,"['Thực dân Hà Lan.', 'Braxin.', 'Nicaragoa.', 'Thực dân Pháp.']","Ngay sau Cách mạng tháng Tám năm 1945, nước Việt Nam Dân chủ Cộng hòa phải đối phó với kẻ thù nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  The newly established Democratic Republic of Vietnam faced the threat of French colonial forces immediately after the August Revolution.  

    ---
    
    ### Explanation: 
    
    The French colonial forces were the primary threat to",D
history-2024-304-33,D,multiple_choice,12.0,"['Nhiều nước đã thực hiện thành công cách mạng vô sản.', 'Các mô hình nhà nước tư sản đã lạc hậu với thời đại.', 'Các khuynh hướng cứu nước khác đã trở nên lỗi thời.', 'Tác động của thời đại mới và yêu cầu của lịch sử dân tộc.']",Nguyễn Ái Quốc lựa chọn con đường cách mạng vô sản cho nhân dân Việt Nam (1920) vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,[D] Nguyễn Ái Quốc lựa chọn con đường cách mạng vô sản cho nhân dân Việt Nam (1920) vì một trong những lý do chính là tác động của thời đại mới và yêu cầu của lịch sử dân tộc. ,D
history-2023-303-32,C,multiple_choice,12.0,"['Đảng và Chính phủ đã chọn đúng thời cơ để phát động cuộc kháng chiến.', 'công cuộc chuẩn bị kháng chiến lâu dài của Việt Nam đã hoàn thiện.', 'nhân dân Việt Nam quyết không nhượng bộ lợi ích tối cao của dân tộc.', 'âm mưu câu kết giữa thực dân Pháp và quân Trung Hoa dân quốc đã thất bại.']","Ngày 19-12-1946, thay mặt Trung ương Đảng và Chính phủ, Chủ tịch Hồ Chí Minh phát động toàn quốc kháng chiến chống thực dân Pháp cho thấy",,,1.0,,Đánh giá,"[A]  The decision to launch the nationwide resistance against the French was a strategic move based on the assessment of the political and military situation.  

    ---


**Please provide your answer and explanation.** 
",A
history-2020-301-31,A,multiple_choice,12.0,"['Nhân dân Việt Nam đang tránh việc đối đầu với nhiều kẻ thù cùng một lúc.', 'Chính phủ Pháp có thiện chí giữ gìn nền hòa bình ở Đông Dương.', 'quân dân Việt Nam vẫn đang phát triển thế chủ động tiến công.', 'Trung Hoa Dân quốc không đồng ý cho quân Pháp ra miền Bắc Việt Nam.']","Ngày 6-3-1946, Hiệp định Sơ bộ được kí kết giữa đại diện Chính phủ Việt Nam Dân chủ Cộng hòa với đại diện Chính phủ Pháp khi",,,1.0,,Bối cảnh/Nguyên nhân,"[B] The signing of the Paris Peace Agreement on March 6, 1946, was a result of the French government's desire to maintain peace in Indochina. 


### Explanation: 
The Paris Peace Agreement was",B
history-2020-302-26,B,multiple_choice,12.0,"['Trung Hoa Dân quốc không đồng ý cho quân Pháp ra miền Bắc Việt Nam.', 'Pháp và Trung Hoa Dân quốc đã kí bản Hiệp ước Hoa Pháp.', 'Chính phủ Pháp có thiện chí giữ gìn nền hòa bình ở Đông Dương.', 'quân dân Việt Nam vẫn đang phát triển thế chủ động tiến công.']","Ngày 6-3-1946, Hiệp định Sơ bộ được kí kết giữa đại diện Chính phủ Việt Nam Dân chủ Cộng hòa với đại diện Chính phủ Pháp khi",,,1.0,,Bối cảnh/Nguyên nhân,"[C] The signing of the Paris Peace Treaty in 1954 was a result of the French government's desire to maintain peace in Indochina.  
 
    ---


",C
history-2020-304-29,B,multiple_choice,12.0,"['quân dân Việt Nam vẫn đang phát triển thế chủ động tiến công.', 'Nhân dân Việt Nam đang cần thêm thời gian hòa bình để chuẩn bị lực lượng.', 'Trung Hoa Dân quốc không đồng ý cho quân Pháp ra miền Bắc Việt Nam.', 'Chính phủ Pháp có thiện chỉ giữ gìn nền hòa bình ở Đông Dương.']","Ngày 6-3-1946, Hiệp định Sơ bộ được kí kết giữa đại diện Chính phủ Việt Nam Dân chủ Cộng hòa với đại diện Chính phủ Pháp khi",,,1.0,,Bối cảnh/Nguyên nhân,"[B] The signing of the Geneva Accords on March 6, 1946, took place when the Vietnamese people were still in a position of offensive action.  
 
    ---


    ###  
    
    ",B
history-2020-303-27,C,multiple_choice,12.0,"['Trung Hoa Dân quốc không đồng ý cho Pháp đưa quân ra miền Bắc Việt Nam.', 'Chính phủ Pháp có thiện chí giữ gìn nền hòa bình ở Đông Dương.', 'Trung Hoa Dân quốc đã thỏa thuận cho Pháp đưa quân ra miền Bắc Việt Nam.', 'quân dân Việt Nam vẫn đang phát triển thể chủ động tiến công.']","Ngày 6-3-1946, Hiệp định Sơ bộ được kí kết giữa đại diện Chính phủ Việt Nam Dân chủ Cộng hòa với đại diện Chính phủ Pháp khí",,,1.0,,Bối cảnh/Nguyên nhân,"[B] The agreement was signed between the Vietnamese government and the French government.  
 
    Explanation: The agreement was signed on March 6, 1946, between the Vietnamese government and the French government.  
    ",B
history-2023-302-20,C,multiple_choice,12.0,"['Xây dựng khu giải phóng Việt Bắc', 'Chống phát xít Đức xâm lược', 'Đấu tranh bảo vệ biên giới Tổ quốc', 'Lập chính quyền Xô viết Nghệ Tĩnh']",Nhiệm vụ nào sau đây được nhân dân Việt Nam thực hiện trong những năm 1975-1979?,1.0,,,,Sự kiện / Hoạt động,"    [C] The Vietnamese people undertook the task of defending the country's borders during the years 1975-1979.  

    Explanation: 
    The Vietnamese people faced a period of intense conflict and resistance",C
history-2024-302-14,D,multiple_choice,12.0,"['Đánh đuổi quân Đức.', 'Đánh đuổi quân phiệt Nhật Bản.', 'Tiến hành cách mạng công nghiệp 4.0.', 'Giải phóng đất đai.']",Nhiệm vụ nào sau đây được quân dân Việt Nam thực hiện trong đông – xuân 1953 - 1954?,1.0,,,,Sự kiện / Hoạt động,"[D]  The Vietnamese people were tasked with reclaiming and developing their land after the war.  
 
    ---


",D
history-2023-303-30,C,multiple_choice,12.0,"['Chiến tranh thế giới thứ nhất kết thúc.', 'Ngân sách đầu tư cho quốc phòng thấp.', 'Chính sách quản lí có hiệu quả của nhà nước.', 'Bị chủ nghĩa khủng bố quốc tế tấn công.']",Nhân tố nào sau đây thúc đẩy sự phát triển kinh tế Mĩ trong những năm 1945-1973?,,1.0,,,Bối cảnh/Nguyên nhân,"[C] The effective management policies of the government played a significant role in driving the US economy's growth between 1945 and 1973.  

    ---


",C
history-2021-303-37,C,multiple_choice,12.0,"['Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.', 'Biến một hiệp ước hai bên thành thỏa thuận ba bên có lợi cho cách mạng.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,"    [B] The agreement recognized Vietnam as an independent country with the right to self-determination.  

    Explanation: The Geneva Accords, signed in 1954, recognized Vietnam as an independent country and divided the country into two",B
history-2021-302-31,C,multiple_choice,12.0,"['Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.', 'Chuyển quan hệ giữa Việt Nam và Pháp từ đổi đầu quân sự sang đối thoại.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,"    [D] The Paris Peace Accords (1954) recognized Vietnam as an independent country with the right to self-determination.  
    
    Explanation: The Paris Peace Accords were a significant turning point in the Vietnam War",D
history-2021-304-35,B,multiple_choice,12.0,"['Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.', 'Là điển hình thành công về vận dụng sách lược phân hóa và cô lập kẻ thù.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,"    [B] The agreement was a successful example of the French strategy of dividing and isolating the enemy.  
    
    Explanation: The Paris Peace Agreement was a strategic move by the French to maintain their influence in Indochina. It was a",B
history-2021-301-36,A,multiple_choice,12.0,"['Là điển hình về sự chủ động của Chính phủ Việt Nam trong đấu tranh ngoại giao.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.', 'Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,"    [C] The Paris Peace Accords (1954) recognized Vietnam as an independent country with the right to self-determination.  
    
    Explanation: The Paris Peace Accords were a significant step in the decolonization",C
history-2023-302-35,D,multiple_choice,12.0,"['Góp phần bảo vệ công cuộc xây dựng chủ nghĩa xã hội ở miền Bắc', 'Mở ra bước ngoặt quan trọng của cuộc kháng chiến chống Mĩ, cứu nước.', 'Buộc đế quốc Mĩ phải chấp nhận một giải pháp về ngoại giao với Việt Nam.', 'Đưa đấu tranh ngoại giao trở thành mặt trận quyết định của cuộc kháng chiến.']",Nhận xét nào sau đây phản ánh không đúng ý nghĩa cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân 1968 của quân dân miền Nam Việt Nam?,,1.0,,,Đánh giá,"    [C] The 1968 Tet Offensive was a turning point in the Vietnam War, but it did not force the US to accept a diplomatic solution.  
    
    ---


    ###  
    
    
    ",C
history-2023-301-39,D,multiple_choice,12.0,"['Là nỗ lực cao nhất, cuối cùng của đế quốc Mĩ và quân đội Sài Gòn trong chiến tranh ở Việt Nam.', 'Là thắng lợi quân sự quyết định tạo thời cơ chiến lược tiến lên giải phóng hoàn toàn miền Nam.', 'Tạo thế và lực để Việt Nam bắt đầu đẩy mạnh cuộc đấu tranh ngoại giao ở Hội nghị Pari.', 'Là thắng lợi quân sự quyết định góp phần bảo vệ các quyền dân tộc cơ bản của Việt Nam.']","Nhận định nào sau đây là đúng về chiến thắng “Điện Biên Phủ trên không"" (1972) của quân dân Việt Nam?",,1.0,,,Đánh giá,"    [B] The victory was a decisive military victory that created a strategic opportunity for the South to advance towards the complete liberation of the South.  
    
    ---


    ###  
    
    **Explanation:** 
    
",B
history-2024-303-33,D,multiple_choice,12.0,"['Đã tập trung hoàn thành triệt để khẩu hiệu “người cày có ruộng”.', 'Thể hiện sự nhạy bén và linh hoạt của Việt Nam về thay đổi đường lối chiến lược cách mạng.', 'Chứng tỏ vai trò của Đảng trong việc hoàn thiện đường lối chung của cách mạng Đông Dương.', 'Định hướng và thúc đẩy sự phát triển của chế độ dân chủ nhân dân.']",Nhận định nào sau đây là đúng về Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương (2-1951)?,,1.0,,,Đánh giá,"    [C] The Second Congress of the Communist Party of Indochina (1951) demonstrated the role of the party in refining the overall strategy of the communist revolution in Indochina.  
    
    ---


    ###  
",C
history-2023-303-35,B,multiple_choice,12.0,"['Diễn ra trong bối cảnh cuộc Chiến tranh lạnh đang leo thang trên phạm vi thế giới.', 'Đưa cuộc chiến tranh cách mạng ở miền Nam đồng loạt tiến lên khởi nghĩa giành chính quyền.', 'Là cao trào đấu tranh của quần chúng nhân dân bao gồm những cuộc khởi nghĩa từng phần.', 'Đấu tranh chính trị là phương thức chủ yếu, có sự hỗ trợ của lực lượng vũ trang.']",Nhận định nào sau đây phản ánh không đúng về phong trào Đồng khởi (1959-1960) ở miền Nam Việt Nam?,,1.0,,,Đánh giá,"    [C] The Đồng khởi was not a single, unified uprising but a series of peasant uprisings and rebellions that took place in different regions.  
    
    ---
    
    ###  
    
    
    ",C
history-2024-304-22,D,multiple_choice,12.0,"['Quý tộc mới.', 'Quý tộc quân phiệt.', 'Giai cấp tư sản.', 'Văn thân, sĩ phu.']","Năm 1885, Tôn Thất Thuyết lấy danh nghĩa vua Hàm Nghi xuống chiếu Cần vương, kêu gọi lực lượng nào sau đây đứng lên chống Pháp?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D]  Tôn Thất Thuyết, người sáng lập Đảng Cộng sản Việt Nam, đã kêu gọi lực lượng văn thân, sĩ phu, và các tầng lớp khác đứng lên chống Pháp. 
 
",D
history-2023-302-6,D,multiple_choice,12.0,"['Kêu gọi nhân dân tăng gia sản xuất', 'Đọc Lời kêu gọi toàn quốc kháng chiến', 'Soạn thảo bản Tuyên ngôn độc lập', 'Tham gia sáng lập Đảng Cộng sản Pháp']","Năm 1920, Nguyễn Ái Quốc có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"    [B] Nguyễn Ái Quốc đọc Lời kêu gọi toàn quốc kháng chiến.  

    Explanation:  
    
    Nguyễn Ái Quốc đã đọc Lời kêu gọi toàn quốc kháng chiến vào năm 192",B
history-2023-303-39,D,multiple_choice,12.0,"['Là lí luận được hầu hết các dân tộc thuộc địa đã lựa chọn để cứu nước.', 'Là con đường cách mạng duy nhất giúp các dân tộc thuộc địa tự giải phóng.', 'Đáp ứng được yêu cầu giải phóng của tất cả giai cấp trong xã hội Việt Nam.', 'Là con đường cách mạng chủ trương giải phóng nhân dân lao động.']","Năm 1920, Nguyễn Ái Quốc đã chọn con đường cách mạng vô sản cho dân tộc Việt Nam vì lí do nào sau đây?",,1.0,,,Bối cảnh/Nguyên nhân,"[D] Nguyễn Ái Quốc chọn con đường cách mạng vô sản vì lý do chính là giải phóng nhân dân lao động.  

    Explanation: 
    Nguyễn Ái Quốc, người sáng lập Đảng Cộng sản Việt Nam,",D
history-2022-303-24,C,multiple_choice,12.0,"['Pêru', 'Panama', 'Nga Xô viết', 'Côlômbia']","Năm 1921, Chính sách kinh tế mới (NEP) đã tạo ra chuyển biến tích cực trong nền kinh tế của nước nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[C]  The New Economic Policy (NEP) of 1921, implemented in the Soviet Union, introduced a series of reforms that aimed to balance the socialist principles of the Bolsheviks with the need for economic growth.  
 ",C
history-2024-304-7,C,multiple_choice,12.0,"['Trung ương Cục miền Nam.', 'Trung đội Cứu quốc quân II.', 'An Nam Cộng sản đảng.', 'Quân giải phóng miền Nam.']","Năm 1929, tổ chức nào sau đây của Việt Nam được thành lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[C]  The Communist Party of Vietnam was founded in 1929.  

        
Explanation: The Communist Party of Vietnam (CPV) was established in 1929, marking a significant step in the Vietnamese communist",C
history-2024-303-30,C,multiple_choice,12.0,"['Việt Nam Quốc dân đảng.', 'Đảng Lập hiến.', 'Đông Dương Cộng sản đảng.', 'Đảng Thanh niên.']","Năm 1929, tổ chức nào sau đây được thành lập ở Việt Nam theo khuynh hướng vô sản?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[C]  The Communist Party of Indochina was founded in 1929, advocating for a communist revolution in Vietnam.  

    Explanation: 
The Communist Party of Indochina (CPI) was a key force in the Vietnamese",C
history-2023-304-16,D,multiple_choice,12.0,"['Ba Đình.', 'Hương Khê.', 'Hùng Lĩnh.', 'Yên Bái.']","Năm 1930, Việt Nam Quốc dân đảng lãnh đạo cuộc khởi nghĩa",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B] The Việt Minh, led by Nguyễn Ái Quốc, launched the Hương Khê Uprising in 1930.  
    
    Explanation: The Hương Khê Uprising was a significant event in the early stages",B
history-2022-303-7,D,multiple_choice,12.0,"['Thụy Sĩ.', 'Na Uy.', 'Thụy Điển.', 'Lào.']","Năm 1941, Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương chủ trương giúp đỡ việc lập mặt trận ở nước nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B]  The 8th Central Committee meeting of the Communist Party of Indochina in 1941 decided to support the formation of a front in Norway.  
    
    ---
    
    
    
    
",B
history-2023-301-35,A,multiple_choice,12.0,"['Phát triển, củng cố tiềm lực và mở rộng trận địa cách mạng.', 'Giành được chính quyền ở một số thành phố lớn, mở rộng căn cứ địa cách mạng.', 'Mở rộng chiến khu cách mạng, tiến lên đánh đuổi Pháp-Nhật.', 'Thúc đẩy nhanh quá trình thành lập mặt trận thống nhất ba dân tộc Đông Dương.']","Năm 1945 ở Việt Nam, khởi nghĩa từng phần có đóng góp nào sau đây đối với cuộc Tổng khởi nghĩa tháng Tám?",,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [B] The uprising contributed to the success of the August Revolution by securing control of major cities and expanding the revolutionary base.  
    
    Explanation: 
    The uprising provided the momentum and resources for the August Revolution. The success",B
history-2023-302-2,D,multiple_choice,12.0,"['Nhật Bản', 'Anh', 'Đức', 'Inđônêxia']","Năm 1945, quốc gia nào sau đây ở khu vực Đông Nam Á tuyên bố độc lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  Inđônêxia declared independence in 1945. 
    
    Explanation:  Inđônêxia declared independence from the Netherlands in 1945. 
    
    ---",D
history-2023-303-19,D,multiple_choice,12.0,"['Canada.', 'Hà Lan.', 'Áo.', 'Mĩ.']","Năm 1947, quốc gia nào sau đây phát động cuộc Chiến tranh lạnh chống Liên Xô?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D] The United States launched the Cold War against the Soviet Union in 1947.  

        The Cold War was a period of geopolitical tension between the United States and the Soviet Union, characterized by ideological conflict, proxy wars,",D
history-2020-302-3,B,multiple_choice,12.0,"['Phần Lan.', 'Mĩ.', 'Đan Mạch.', 'Thái Lan.']","Năm 1948, sản lượng công nghiệp của quốc gia nào sau đây chiếm hơn 50% sản lượng công nghiệp toàn thế giới?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B] The United States.  

        The United States emerged as a dominant industrial power in the post-World War II era, with its industrial output exceeding 50% of the global total in 1948. 
",B
history-2020-303-17,B,multiple_choice,12.0,"['Thụy Điển.', 'Liên Xô.', 'Thụy Sĩ.', 'Đan Mạch.']","Năm 1949, quốc gia nào sau đây chế tạo thành công bom nguyên tử?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B] The Soviet Union was the first country to successfully develop and test an atomic bomb in 1949.  

        
The Soviet Union's success in developing the atomic bomb was a significant event in the Cold War and had",B
history-2020-301-15,D,multiple_choice,12.0,"['Hà Lan.', 'Thụy Sĩ.', 'Thụy Điển.', 'Liên Xô.']","Năm 1949, quốc gia nào sau đây phá vỡ thể độc quyền vũ khí nguyên tử của Mĩ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D] The Soviet Union was the first country to break the US's monopoly on nuclear weapons in 1949.  

    Explanation: The Soviet Union's successful development of nuclear weapons in 1949 was a",D
history-2020-302-8,B,multiple_choice,12.0,"['Bỉ.', 'Anh.', 'Bồ Đào Nha.', 'Tây Ban Nha.']","Năm 1950, nhân dân Ấn Độ giành được độc lập từ thực dân nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [C]  
    
    Explanation: 
    The Indian independence movement was led by Mahatma Gandhi and Jawaharlal Nehru. The British Raj, which ruled India for over 200 years, was finally overthrown in 19",C
history-2022-302-7,D,multiple_choice,12.0,"['Đánh bại cuộc hành quân của Mĩ vào An Lão', 'Đánh bại cuộc tập kích của không quân Mĩ', 'Chiến thắng Vạn Tường', 'Kí Hiệp định Giơnevơ']","Năm 1954, nhân dân Việt Nam giành được thắng lợi ngoại giao nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D] The Geneva Accords were signed in 1954, ending the First Indochina War and establishing a ceasefire between North and South Vietnam.  

    Explanation: The Geneva Accords were a significant diplomatic victory for the Vietnamese",D
history-2023-303-10,A,multiple_choice,12.0,"['Mở chiến dịch Điện Biên Phủ.', 'Gia nhập tổ chức Liên hợp quốc.', 'Gia nhập tổ chức Thương mại Thế giới.', 'Phát động phong trào “Tuần lễ vàng"".']","Năm 1954, quân dân Việt Nam có hoạt động quân sự nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[A]  The Vietnamese people launched the Dien Bien Phu campaign in 1954.  

        
Explanation: The Dien Bien Phu campaign was a decisive victory for the Viet Minh against the French, marking a turning point in the First",A
history-2024-303-3,B,multiple_choice,12.0,"['Đồng Xoài.', 'Điện Biên Phủ.', 'Huế – Đà Nẵng.', 'Vạn Tường.']","Năm 1954, quân dân Việt Nam giành được chiến thắng nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B]  
 
Explanation: The decisive victory in 1954 was the Battle of Dien Bien Phu. 
",B
history-2023-302-14,A,multiple_choice,12.0,"['Xây dựng tập đoàn cứ điểm Điện Biên Phủ', 'Kí với triều đình nhà Nguyễn Hiệp ước Giáp Tuất', 'Rút toàn bộ quân đội ra khỏi miền Bắc Việt Nam', 'Rút toàn bộ quân đội ra khỏi ba nước Đông Dương']","Năm 1954, thực dân Pháp có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"    [C]  The French withdrew their entire military forces from North Vietnam.  
    
    Explanation: The French were defeated in the Battle of Dien Bien Phu in 1954, leading to the Geneva Accords. This agreement",C
history-2020-304-6,C,multiple_choice,12.0,"['Thụy Điển.', 'Hà Lan.', 'Liên Xô.', 'Thụy Sĩ.']","Năm 1957, quốc gia nào sau đây phóng thành công vệ tinh nhân tạo lên quỹ đạo Trái Đất?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[C] The Soviet Union successfully launched Sputnik 1, the first artificial satellite to orbit Earth, in 1957.  

        
The Soviet Union's success in launching Sputnik 1 marked a significant turning point in the space",C
