,id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,Model Inference,Model Answer
122,history-2024-302-14,D,multiple_choice,12.0,"['Đánh đuổi quân Đức.', 'Đánh đuổi quân phiệt Nhật Bản.', 'Tiến hành cách mạng công nghiệp 4.0.', 'Giải phóng đất đai.']",Nhiệm vụ nào sau đây được quân dân Việt Nam thực hiện trong đông – xuân 1953 - 1954?,1.0,,,,Sự kiện / Hoạt động," Đánh đuổi quân phiệt Nhật Bản.
C. Tiến hành cách mạng công nghiệp 4.0.
D. Giải phóng đất đai.

    Answer:
model
[D] During the winter-spring 1953-1954 period, the Vietnamese people primarily focused on the task of land reform and the redistribution of land to peasants, a key component of the strategy to mobilize the rural population",D
123,history-2023-303-30,C,multiple_choice,12.0,"['Chiến tranh thế giới thứ nhất kết thúc.', 'Ngân sách đầu tư cho quốc phòng thấp.', 'Chính sách quản lí có hiệu quả của nhà nước.', 'Bị chủ nghĩa khủng bố quốc tế tấn công.']",Nhân tố nào sau đây thúc đẩy sự phát triển kinh tế Mĩ trong những năm 1945-1973?,,1.0,,,Bối cảnh/Nguyên nhân,"C. Chính sách quản lí có hiệu quả của nhà nước.
D. Bị chủ nghĩa khủng bố quốc tế tấn công.

    Answer:
model
[C] The US experienced significant economic growth during this period due to a combination of factors, including effective government management, investment in infrastructure and technology, and a booming industrial sector fueled by wartime production. Option A is incorrect because the war ended before this",C
124,history-2021-303-37,C,multiple_choice,12.0,"['Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.', 'Biến một hiệp ước hai bên thành thỏa thuận ba bên có lợi cho cách mạng.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,"
[B] The Sơ bộ Agreement recognized Vietnam as a free nation with the right to self-determination. It explicitly stated that France would respect Vietnam’s independence and sovereignty, marking a significant shift in the relationship between the two countries. Options A",B
125,history-2021-302-31,C,multiple_choice,12.0,"['Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.', 'Chuyển quan hệ giữa Việt Nam và Pháp từ đổi đầu quân sự sang đối thoại.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,"[A] The Sơ bộ Agreement marked a shift in the relationship, with France transitioning from a partner to an object of the Vietnamese revolution. The agreement stipulated that France would recognize Vietnam’s independence, but this recognition was conditional and ultimately not fully",A
126,history-2021-304-35,B,multiple_choice,12.0,"['Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.', 'Là điển hình thành công về vận dụng sách lược phân hóa và cô lập kẻ thù.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,"[D] The Treaty recognized Vietnam as a free nation with the right to self-determination. This was a crucial step in establishing Vietnamese sovereignty and laying the groundwork for future independence. Options A, B, and C misrepresent the treaty’s significance",D
127,history-2021-301-36,A,multiple_choice,12.0,"['Là điển hình về sự chủ động của Chính phủ Việt Nam trong đấu tranh ngoại giao.', 'Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.', 'Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.', 'Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.']",Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt-Pháp (ngày 6-3-1946)?,,1.0,,,Đánh giá,"
[A] The Dongpak Agreement demonstrated Vietnam’s proactivity in diplomatic efforts. It was a carefully crafted response to French demands, aiming to secure recognition and negotiate a peaceful settlement while preserving Vietnamese sovereignty. Option B is incorrect because it suggests a desire",A
128,history-2023-302-35,D,multiple_choice,12.0,"['Góp phần bảo vệ công cuộc xây dựng chủ nghĩa xã hội ở miền Bắc', 'Mở ra bước ngoặt quan trọng của cuộc kháng chiến chống Mĩ, cứu nước.', 'Buộc đế quốc Mĩ phải chấp nhận một giải pháp về ngoại giao với Việt Nam.', 'Đưa đấu tranh ngoại giao trở thành mặt trận quyết định của cuộc kháng chiến.']",Nhận xét nào sau đây phản ánh không đúng ý nghĩa cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân 1968 của quân dân miền Nam Việt Nam?,,1.0,,,Đánh giá," định của cuộc kháng chiến.

    Answer:
model
[D] While Xuân Mậu Thân demonstrated the strength of Vietnamese resistance and put pressure on the US, it did not fundamentally shift the focus of the war to diplomacy. The primary focus remained military operations. Options A, B, and C accurately",D
129,history-2023-301-39,D,multiple_choice,12.0,"['Là nỗ lực cao nhất, cuối cùng của đế quốc Mĩ và quân đội Sài Gòn trong chiến tranh ở Việt Nam.', 'Là thắng lợi quân sự quyết định tạo thời cơ chiến lược tiến lên giải phóng hoàn toàn miền Nam.', 'Tạo thế và lực để Việt Nam bắt đầu đẩy mạnh cuộc đấu tranh ngoại giao ở Hội nghị Pari.', 'Là thắng lợi quân sự quyết định góp phần bảo vệ các quyền dân tộc cơ bản của Việt Nam.']","Nhận định nào sau đây là đúng về chiến thắng “Điện Biên Phủ trên không"" (1972) của quân dân Việt Nam?",,1.0,,,Đánh giá,"[B] The victory of “Operation Rolling Thunder” created a decisive military victory that created a strategic opportunity to advance the complete liberation of the South. The campaign significantly weakened the US and South Vietnamese forces, paving the way for subsequent offensives and ultimately",B
130,history-2024-303-33,D,multiple_choice,12.0,"['Đã tập trung hoàn thành triệt để khẩu hiệu “người cày có ruộng”.', 'Thể hiện sự nhạy bén và linh hoạt của Việt Nam về thay đổi đường lối chiến lược cách mạng.', 'Chứng tỏ vai trò của Đảng trong việc hoàn thiện đường lối chung của cách mạng Đông Dương.', 'Định hướng và thúc đẩy sự phát triển của chế độ dân chủ nhân dân.']",Nhận định nào sau đây là đúng về Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương (2-1951)?,,1.0,,,Đánh giá," chế độ dân chủ nhân dân.

    Answer:
model
[B] The Second Congress recognized the need to shift strategy in light of the failure of the Indochina Communist Party’s earlier, more radical approach. It adopted a “wait and see” policy, focusing on building a broad anti-French",B
131,history-2023-303-35,B,multiple_choice,12.0,"['Diễn ra trong bối cảnh cuộc Chiến tranh lạnh đang leo thang trên phạm vi thế giới.', 'Đưa cuộc chiến tranh cách mạng ở miền Nam đồng loạt tiến lên khởi nghĩa giành chính quyền.', 'Là cao trào đấu tranh của quần chúng nhân dân bao gồm những cuộc khởi nghĩa từng phần.', 'Đấu tranh chính trị là phương thức chủ yếu, có sự hỗ trợ của lực lượng vũ trang.']",Nhận định nào sau đây phản ánh không đúng về phong trào Đồng khởi (1959-1960) ở miền Nam Việt Nam?,,1.0,,,Đánh giá,"

    Answer:
model
[D] The primary method of struggle was political, with the support of armed forces. The Đồng khởi movement was characterized by mass mobilization and direct action, not primarily relying on political maneuvering or military support.",D
132,history-2024-304-22,D,multiple_choice,12.0,"['Quý tộc mới.', 'Quý tộc quân phiệt.', 'Giai cấp tư sản.', 'Văn thân, sĩ phu.']","Năm 1885, Tôn Thất Thuyết lấy danh nghĩa vua Hàm Nghi xuống chiếu Cần vương, kêu gọi lực lượng nào sau đây đứng lên chống Pháp?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn," Quý tộc quân phiệt.
C. Giai cấp tư sản.
D. Văn thân, sĩ phu.

    Answer:
model
[D] The “Cần Vương” decree called upon Confucian scholars and intellectuals (Văn thân, sĩ phu) to rise up and support the resistance against French rule. These figures represented a significant portion of the educated elite and were deeply concerned",D
133,history-2023-302-6,D,multiple_choice,12.0,"['Kêu gọi nhân dân tăng gia sản xuất', 'Đọc Lời kêu gọi toàn quốc kháng chiến', 'Soạn thảo bản Tuyên ngôn độc lập', 'Tham gia sáng lập Đảng Cộng sản Pháp']","Năm 1920, Nguyễn Ái Quốc có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"B. Đọc Lời kêu gọi toàn quốc kháng chiến
C. Soạn thảo bản Tuyên ngôn độc lập
D. Tham gia sáng lập Đảng Cộng sản Pháp

    Answer:
model
[C] In 1920, Nguyễn Ái Quốc drafted the Declaration of Independence, which would later be adopted as the foundation for Vietnam’s independence movement. The other options occurred later in his political career. Option A refers to a",C
134,history-2023-303-39,D,multiple_choice,12.0,"['Là lí luận được hầu hết các dân tộc thuộc địa đã lựa chọn để cứu nước.', 'Là con đường cách mạng duy nhất giúp các dân tộc thuộc địa tự giải phóng.', 'Đáp ứng được yêu cầu giải phóng của tất cả giai cấp trong xã hội Việt Nam.', 'Là con đường cách mạng chủ trương giải phóng nhân dân lao động.']","Năm 1920, Nguyễn Ái Quốc đã chọn con đường cách mạng vô sản cho dân tộc Việt Nam vì lí do nào sau đây?",,1.0,,,Bối cảnh/Nguyên nhân,[B] The context of the time was that socialist revolution was the only path to national liberation for colonized peoples. Other options are either inaccurate or reflect a later development of Marxist thought.,B
135,history-2022-303-24,C,multiple_choice,12.0,"['Pêru', 'Panama', 'Nga Xô viết', 'Côlômbia']","Năm 1921, Chính sách kinh tế mới (NEP) đã tạo ra chuyển biến tích cực trong nền kinh tế của nước nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn," chuyển biến tích cực trong nền kinh tế của nước nào sau đây?

    Options:  A. Pêru
B. Panama
C. Nga Xô viết
D. Côlômbia

    Answer:
model
[C] The New Economic Policy (NEP) implemented by Lenin in the Russian Soviet Federative Socialist Republic (RSFSR) in 1921 addressed the severe economic crisis following the Russian Civil War. It allowed for a degree of",C
136,history-2024-304-7,C,multiple_choice,12.0,"['Trung ương Cục miền Nam.', 'Trung đội Cứu quốc quân II.', 'An Nam Cộng sản đảng.', 'Quân giải phóng miền Nam.']","Năm 1929, tổ chức nào sau đây của Việt Nam được thành lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,":
model
[C] The Việt Nam Communist Party (VNCP) was founded in 1929, marking a crucial step in the development of Vietnamese communism and revolutionary movements. The other options represent later developments in the Vietnamese struggle for independence.",C
137,history-2024-303-30,C,multiple_choice,12.0,"['Việt Nam Quốc dân đảng.', 'Đảng Lập hiến.', 'Đông Dương Cộng sản đảng.', 'Đảng Thanh niên.']","Năm 1929, tổ chức nào sau đây được thành lập ở Việt Nam theo khuynh hướng vô sản?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,":
model
[C] The Đông Dương Communist Party was founded in 1929, representing the first communist organization in Vietnam. It emerged from the Trotskyist faction of the French Socialist Party and aimed to unite workers and peasants under a Marxist-Leninist",C
138,history-2023-304-16,D,multiple_choice,12.0,"['Ba Đình.', 'Hương Khê.', 'Hùng Lĩnh.', 'Yên Bái.']","Năm 1930, Việt Nam Quốc dân đảng lãnh đạo cuộc khởi nghĩa",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"ùng Lĩnh.
D. Yên Bái.

    Answer:
model
[B] The Dong Minh Dich vu (Việt Nam Quốc dân đảng) led the Hương Khê uprising in 1930. This was a significant, though ultimately unsuccessful, attempt to mobilize the Vietnamese people against French colonial rule. The",B
139,history-2022-303-7,D,multiple_choice,12.0,"['Thụy Sĩ.', 'Na Uy.', 'Thụy Điển.', 'Lào.']","Năm 1941, Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương chủ trương giúp đỡ việc lập mặt trận ở nước nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D] The Eighth Congress of the Indochinese Communist Party in 1941 adopted the “Declaration on National Liberation,” which called for supporting the establishment of national liberation fronts in neighboring countries, particularly in Laos and Cambodia, to divert French",D
140,history-2023-301-35,A,multiple_choice,12.0,"['Phát triển, củng cố tiềm lực và mở rộng trận địa cách mạng.', 'Giành được chính quyền ở một số thành phố lớn, mở rộng căn cứ địa cách mạng.', 'Mở rộng chiến khu cách mạng, tiến lên đánh đuổi Pháp-Nhật.', 'Thúc đẩy nhanh quá trình thành lập mặt trận thống nhất ba dân tộc Đông Dương.']","Năm 1945 ở Việt Nam, khởi nghĩa từng phần có đóng góp nào sau đây đối với cuộc Tổng khởi nghĩa tháng Tám?",,,1.0,,Kết quả / Ý nghĩa / Vai trò,"[B] The uprisings in 1945 created pockets of revolutionary strength and expanded the base areas, providing experience and resources for the subsequent General Uprising of August. Option A is partially correct but doesn't capture the immediate impact. Option",B
141,history-2023-302-2,D,multiple_choice,12.0,"['Nhật Bản', 'Anh', 'Đức', 'Inđônêxia']","Năm 1945, quốc gia nào sau đây ở khu vực Đông Nam Á tuyên bố độc lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"iously.

    ---

    Answer the following history question: Năm 1945, quốc gia nào sau đây ở khu vực Đông Nam Á tuyên bố độc lập?

    Options:  A. Nhật Bản
B. Anh
C. Đức
D. Inđônêxia

    Answer:
model
[D] Indonesia declared its independence in 1945, following the Japanese surrender and the collapse of Dutch colonial rule. Japan occupied Indonesia during World War II, and after the war, Indonesian nationalists, led by Sukarno and Hatta,",D
142,history-2023-303-19,D,multiple_choice,12.0,"['Canada.', 'Hà Lan.', 'Áo.', 'Mĩ.']","Năm 1947, quốc gia nào sau đây phát động cuộc Chiến tranh lạnh chống Liên Xô?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"---

    Answer the following history question: Năm 1947, quốc gia nào sau đây phát động cuộc Chiến tranh lạnh chống Liên Xô?

    Options:  A. Canada.
B. Hà Lan.
C. Áo.
D. Mĩ.

    Answer:
model
[D] The United States initiated the Cold War against the Soviet Union in 1947, marking the beginning of a decades-long geopolitical rivalry. Canada, the Netherlands, and Austria were not primary actors in the early stages of the Cold",D
143,history-2020-302-3,B,multiple_choice,12.0,"['Phần Lan.', 'Mĩ.', 'Đan Mạch.', 'Thái Lan.']","Năm 1948, sản lượng công nghiệp của quốc gia nào sau đây chiếm hơn 50% sản lượng công nghiệp toàn thế giới?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn," gia nào sau đây chiếm hơn 50% sản lượng công nghiệp toàn thế giới?

    Options:  A. Phần Lan.
B. Mĩ.
C. Đan Mạch.
D. Thái Lan.

    Answer:
model
[B] The United States surpassed all other nations in industrial output during World War II, accounting for over 50% of global industrial production in 1948. Finland, Denmark, and Thailand were significantly smaller industrial economies at that time",B
144,history-2020-303-17,B,multiple_choice,12.0,"['Thụy Điển.', 'Liên Xô.', 'Thụy Sĩ.', 'Đan Mạch.']","Năm 1949, quốc gia nào sau đây chế tạo thành công bom nguyên tử?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"ụy Sĩ.
D. Đan Mạch.

    Answer:
model
[B] The Soviet Union successfully tested its first atomic bomb in 1949. While other nations were pursuing nuclear technology, the Soviet Union achieved this milestone, marking a significant shift in the global balance of power. Sweden, Switzerland, and",B
145,history-2020-301-15,D,multiple_choice,12.0,"['Hà Lan.', 'Thụy Sĩ.', 'Thụy Điển.', 'Liên Xô.']","Năm 1949, quốc gia nào sau đây phá vỡ thể độc quyền vũ khí nguyên tử của Mĩ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,".
D. Liên Xô.

    Answer:
model
[D] The Soviet Union successfully tested its first atomic bomb in 1949, marking the end of the United States’ monopoly on nuclear weapons. The other nations listed did not possess nuclear capabilities at that time.",D
146,history-2020-302-8,B,multiple_choice,12.0,"['Bỉ.', 'Anh.', 'Bồ Đào Nha.', 'Tây Ban Nha.']","Năm 1950, nhân dân Ấn Độ giành được độc lập từ thực dân nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,". Bồ Đào Nha.
D. Tây Ban Nha.

    Answer:
model
[B] The British.

The Indian independence movement culminated in the partition of British India in 1947, granting independence to India from British rule. While the process was complex and involved significant challenges, 1950 is the",B
147,history-2022-302-7,D,multiple_choice,12.0,"['Đánh bại cuộc hành quân của Mĩ vào An Lão', 'Đánh bại cuộc tập kích của không quân Mĩ', 'Chiến thắng Vạn Tường', 'Kí Hiệp định Giơnevơ']","Năm 1954, nhân dân Việt Nam giành được thắng lợi ngoại giao nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D] The Geneva Accords of 1954 were the result of Vietnamese diplomacy, achieved through the military victories of Điện Biên Phủ and other campaigns that demonstrated the will of the Vietnamese people to resist French colonialism. Options A, B",D
148,history-2023-303-10,A,multiple_choice,12.0,"['Mở chiến dịch Điện Biên Phủ.', 'Gia nhập tổ chức Liên hợp quốc.', 'Gia nhập tổ chức Thương mại Thế giới.', 'Phát động phong trào “Tuần lễ vàng"".']","Năm 1954, quân dân Việt Nam có hoạt động quân sự nào sau đây?",1.0,,,,Sự kiện / Hoạt động,""".

    Answer:
model
[A] The 1954 victory of the Vietnamese people was marked by the decisive military operation of the Điện Biên Phủ campaign. The other options – joining the United Nations, joining the World Trade Organization, and launching the “Golden Week",A
149,history-2024-303-3,B,multiple_choice,12.0,"['Đồng Xoài.', 'Điện Biên Phủ.', 'Huế – Đà Nẵng.', 'Vạn Tường.']","Năm 1954, quân dân Việt Nam giành được chiến thắng nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"C. Huế – Đà Nẵng.
D. Vạn Tường.

    Answer:
model
[B] The 1954 victory was the decisive victory at Điện Biên Phủ, which led to the Geneva Accords and the end of French colonial rule in Indochina.

Here’s the reasoning:

*   **",B
150,history-2023-302-14,A,multiple_choice,12.0,"['Xây dựng tập đoàn cứ điểm Điện Biên Phủ', 'Kí với triều đình nhà Nguyễn Hiệp ước Giáp Tuất', 'Rút toàn bộ quân đội ra khỏi miền Bắc Việt Nam', 'Rút toàn bộ quân đội ra khỏi ba nước Đông Dương']","Năm 1954, thực dân Pháp có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[C] In 1954, the French forces withdrew their entire army from North Vietnam. The Geneva Accords mandated this withdrawal, and it marked a significant strategic defeat for France in the First Indochina War. Options A and B",C
151,history-2020-304-6,C,multiple_choice,12.0,"['Thụy Điển.', 'Hà Lan.', 'Liên Xô.', 'Thụy Sĩ.']","Năm 1957, quốc gia nào sau đây phóng thành công vệ tinh nhân tạo lên quỹ đạo Trái Đất?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"C. Liên Xô.
D. Thụy Sĩ.

    Answer:
model
[C] The Soviet Union successfully launched Sputnik 1, the first artificial satellite, in 1957. This event marked the beginning of the Space Age and demonstrated the Soviet Union’s technological prowess. Options A, B, and D",C
152,history-2023-302-21,A,multiple_choice,12.0,"['Liên Xô', 'Môdămbích', 'Bồ Đào Nha', 'Xudăng']","Năm 1957, quốc gia nào sau đây phóng thành công vệ tỉnh nhân tạo?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"dămbích
C. Bồ Đào Nha
D. Xudăng

    Answer:
model
[B] Czechoslovakia successfully launched the first artificial satellite, Sputnik 1, in 1957. This event marked the beginning of the Space Age and was a significant achievement for the Soviet Union. The other options are incorrect: the USSR launched",B
153,history-2020-301-3,B,multiple_choice,12.0,"['Lào.', 'Cuba.', 'Inđônêxia.', 'Campuchia.']","Năm 1959, nước cộng hòa nào sau đây được thành lập ở khu vực Mĩ Latinh?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
C. Inđônêxia.
D. Campuchia.

    Answer:
model
[B] Cuba was the first communist state established in the Americas in 1959 following the Cuban Revolution, led by Fidel Castro. The other options – Laos, Indonesia, and Cambodia – did not achieve communist statehood until later in the",B
154,history-2023-302-13,B,multiple_choice,12.0,"['Ănggôla', 'Cuba', 'Brunây', 'Malaixia']","Năm 1959, thắng lợi của cuộc cách mạng nào sau đây đã mở đầu cho cao trào đấu tranh vũ trang ở khu vực Mĩ Latinh?",1.0,,,,Sự kiện / Hoạt động," Brunây
D. Malaixia

    Answer:
model
[B] The Cuban Revolution in 1959, which successfully overthrew the US-backed Batista dictatorship, served as a powerful inspiration and catalyst for revolutionary movements throughout Mĩ Latinh. The victory demonstrated that armed struggle could defeat imperialism",B
155,history-2020-301-29,D,multiple_choice,12.0,"['Libi được trao quyền tự trị.', 'Ai Cập được trao quyền tự trị.', 'Angiêri được trao quyền tự trị.', '17 nước ở châu Phi được trao trả độc lập.']",Năm 1960 được ghi nhận là “Năm châu Phi” với sự kiện nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"[D] In 1960, 17 African nations gained independence from France, marking a significant wave of decolonization and earning the year the moniker “Africa Year.” Options A, B, and C represent specific instances of independence",D
156,history-2020-303-31,B,multiple_choice,12.0,"['Angiêri được trao quyền tự trị.', '17 nước ở châu Phi được trao trả độc lập.', 'Libi được trao quyền tự trị.', 'Ai Cập được trao quyền tự trị.']","Năm 1960, lịch sử châu Phi ghi nhận sự kiện quan trọng nào sau đây?",,1.0,,,Sự kiện / Hoạt động," tự trị.
B. 17 nước ở châu Phi được trao trả độc lập.
C. Libi được trao quyền tự trị.
D. Ai Cập được trao quyền tự trị.

    Answer:
model
[B] In 1960, seventeen African nations gained independence. This marked a pivotal moment in the decolonization of the continent, signifying a shift away from European colonial rule and the rise of independent African states. Options A, C",B
157,history-2020-303-33,C,multiple_choice,12.0,"['làm cho toàn cầu hóa trở thành một xu thế trong quan hệ quốc tế.', 'làm cho các khối quân sự đối đầu ở châu Âu bị giải thể hoàn toàn.', 'góp phần làm giảm tình trạng căng thẳng trong quan hệ quốc tế.', 'chuyển quan hệ hai nước từ thế đối đầu sang đồng minh chiến lược']","Năm 1972, Liên Xô và Mĩ kí kết Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM) và Hiệp định hạn chế vũ khí tiến công chiến lược (SALT-1) da",,,1.0,,Đánh giá,"
[C] The ABM Treaty and SALT-1 agreements were steps toward détente – a period of eased tensions – between the US and the Soviet Union. These treaties reduced the risk of nuclear war and contributed to a general decrease in Cold War confrontation.",C
158,history-2020-301-39,D,multiple_choice,12.0,"['làm cho các khối quân sự đối đầu ở châu Âu bị giải thể hoàn toàn.', 'làm cho toàn cầu hóa trở thành một xu thế trong quan hệ quốc tế.', 'chuyển quan hệ hai nước từ thế đối đầu sang đồng minh chiến lược.', 'góp phần làm giảm tình trạng đối đầu trong quan hệ quốc tế.']","Năm 1972, Liên Xô và Mĩ kí kết Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM) và Hiệp định hạn chế vũ khí tiến công chiến lược (SALT-1) đã",,,1.0,,Đánh giá,"[D] These agreements, particularly SALT-1, aimed to limit the development and deployment of nuclear weapons, contributing to a reduction in tensions and a move towards détente (easing of strained relations) between the US and the Soviet Union during the Cold War",D
159,history-2024-301-12,A,multiple_choice,12.0,"['Mở cuộc Tổng tiến công và nổi dậy.', 'Lập ra Hội Việt Nam Cách mạng Thanh niên.', 'Tham gia Đông Dương Cộng sản liên đoàn.', 'Thành lập tổ chức Việt Nam Quốc dân đảng.']","Năm 1975, quân dân Việt Nam có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động," tiến công và nổi dậy.
B. Lập ra Hội Việt Nam Cách mạng Thanh niên.
C. Tham gia Đông Dương Cộng sản liên đoàn.
D. Thành lập tổ chức Việt Nam Quốc dân đảng.

    Answer:
model
[A] In 1975, the Vietnamese people launched the General Offensive and Uprising, culminating in the fall of Saigon and the reunification of Vietnam. Options B, C, and D all refer to events prior to 197",A
160,history-2023-302-12,B,multiple_choice,12.0,"['Cải cách văn hóa và giáo dục', 'Mở chiến dịch ở Tây Nguyên', 'Xây dựng nền kinh tế tự chủ', 'Gia nhập vào tổ chức ASEAN']","Năm 1975, quân dân miền Nam Việt Nam có hoạt động quân sự nào sau đây?",1.0,,,,Sự kiện / Hoạt động,". Gia nhập vào tổ chức ASEAN

    Answer:
model
[B] The fall of Saigon in April 1975 marked the end of the Vietnam War. The final military campaign was Operation Lam, which aimed to capture the Tây Nguyên (Central Highlands) region, a strategically vital area. This campaign",B
161,history-2022-302-8,B,multiple_choice,12.0,"['Thực dân Pháp vừa rút quân khỏi Việt Nam', 'Liên Xô lâm vào tình trạng khủng hoảng', 'Phát xít Italia vừa rút quân khỏi Việt Nam', 'Thực dân Anh vừa rút quân khỏi Việt Nam']","Năm 1986, Việt Nam bắt đầu thực hiện công cuộc đổi mới đất nước trong bối cảnh quốc tế nào sau đây?",,1.0,,,Bối cảnh/Nguyên nhân,[B] The Soviet Union’s economic and political crisis in the mid-1980s created a window of opportunity for Vietnam to seek external support and embark on reforms. The withdrawal of France and Britain (A and D) occurred earlier,B
162,history-2022-302-14,C,multiple_choice,12.0,"['nhân dân tệ', 'phrăng', 'ơrô', 'đôla']","Năm 1999, đồng tiền chung châu Âu được phát hành với tên gọi là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn," là

    Options:  A. nhân dân tệ
B. phrăng
C. ơrô
D. đôla

    Answer:
model
[B] The euro was launched in 1999 as the single currency of the European Union. The “frang” is not a currency; it’s a French word referring to the French franc, which was replaced by the euro",B
163,history-2022-304-6,A,multiple_choice,12.0,"['ơrô.', 'đôla.', 'nhân dân tệ.', 'phrăng.']","Năm 1999, đồng tiền chung châu Âu được phát hành với tên gọi là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn," ơrô.
B. đôla.
C. nhân dân tệ.
D. phrăng.

    Answer:
model
[D] The euro was launched in 1999 as the common currency of the European Union. The phrase “phrăng” (franc) refers to the currency used by many European countries, and the euro replaced these currencies. Options",D
164,history-2022-301-6,B,multiple_choice,12.0,"['Châu Phi.', 'Châu Âu.', 'Mĩ Latinh.', 'Châu Á']","Năm 1999, đồng ơrô (EURO) trở thành đồng tiền chung của nhiều nước thuộc khu vực nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    Answer:
model
[B] The Euro was launched in 1999 as a common currency for many countries in Europe. This was a significant step in European integration and economic cooperation. Options A, C, and D are incorrect as the Euro is primarily associated",B
165,history-2024-301-8,B,multiple_choice,12.0,"['Lào.', 'Trung Quốc.', 'Pháp.', 'Thụy Điển.']","Năm 2003, quốc gia nào sau đây ở châu Á phóng thành công tàu “Thần Châu 5"" bay vào vũ trụ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    Answer:
model
[B] China. In 2003, China successfully launched the Shenzhou 5 spacecraft into space. This was a significant achievement for the country's space program and a major milestone in human space exploration. Options A, C,",B
166,history-2020-302-18,B,multiple_choice,12.0,"['thực dân Anh.', 'chế độ độc tài Batixta.', 'thực dân Pháp.', 'thực dân Hà Lan.']",Nước Cộng hòa Cuba ra đời (ngày 1-1-1959) là kết quả đấu tranh của nhân dân Cuba chống,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B] The Cuban Revolution resulted from the overthrow of the Batista dictatorship in 1959. Batista’s regime was a US-backed, authoritarian government that brutally suppressed Cuban opposition. The struggle against Batista was the primary cause of the revolution",B
167,history-2020-303-18,D,multiple_choice,12.0,"['thực dân Pháp.', 'thực dân Anh.', 'thực dân Hà Lan.', 'chế độ độc tài thân Mĩ']",Nước Cộng hòa Cuba ra đời (ngày 1-1-1959) là kết quả đấu tranh của nhân dân Cuba chống,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"model
[D] The Cuban Revolution was a direct result of the Batista dictatorship’s close ties to the United States and its repressive policies. The Batista regime, installed with U.S. support, was overthrown by Fidel Castro’s forces, who then",D
