id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,vilm/vinallama-7b-chat_response,vilm/vinallama-7b-chat_answer
history-2023-303-39,D,multiple_choice,12.0,"['Là lí luận được hầu hết các dân tộc thuộc địa đã lựa chọn để cứu nước.', 'Là con đường cách mạng duy nhất giúp các dân tộc thuộc địa tự giải phóng.', 'Đáp ứng được yêu cầu giải phóng của tất cả giai cấp trong xã hội Việt Nam.', 'Là con đường cách mạng chủ trương giải phóng nhân dân lao động.']","Năm 1920, Nguyễn Ái Quốc đã chọn con đường cách mạng vô sản cho dân tộc Việt Nam vì lí do nào sau đây?",,1.0,,,Bối cảnh/Nguyên nhân,"
[C]

Lập luận:
- Trong những năm 1920, phong trào cộng sản toàn cầu đang phát triển, và nhiều dân tộc thuộc địa đang tìm kiếm con đường để giải phóng.
- Nguyễn Ái Quốc đã tiếp xúc",C
history-2022-303-24,C,multiple_choice,12.0,"['Pêru', 'Panama', 'Nga Xô viết', 'Côlômbia']","Năm 1921, Chính sách kinh tế mới (NEP) đã tạo ra chuyển biến tích cực trong nền kinh tế của nước nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
- Chính sách kinh tế mới (NEP) là một chính sách kinh tế được thực hiện bởi Liên Xô sau Cách mạng Tháng Mười.
- NEP nhằm mục tiêu cải thiện nền kinh",C
history-2024-304-7,C,multiple_choice,12.0,"['Trung ương Cục miền Nam.', 'Trung đội Cứu quốc quân II.', 'An Nam Cộng sản đảng.', 'Quân giải phóng miền Nam.']","Năm 1929, tổ chức nào sau đây của Việt Nam được thành lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
- An Nam Cộng sản đảng được thành lập năm 1929, là một tổ chức cách mạng nhằm lật đổ chính quyền thực dân Pháp và thành lập một nước cộng sản ở Việt Nam. ",C
history-2024-303-30,C,multiple_choice,12.0,"['Việt Nam Quốc dân đảng.', 'Đảng Lập hiến.', 'Đông Dương Cộng sản đảng.', 'Đảng Thanh niên.']","Năm 1929, tổ chức nào sau đây được thành lập ở Việt Nam theo khuynh hướng vô sản?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
- Đông Dương Cộng sản đảng (còn được biết đến với tên gọi Đảng Cộng sản Đông Dương) được thành lập vào năm 1929, theo khuynh hướng vô sản.
=> Đáp án đúng là",C
history-2023-304-16,D,multiple_choice,12.0,"['Ba Đình.', 'Hương Khê.', 'Hùng Lĩnh.', 'Yên Bái.']","Năm 1930, Việt Nam Quốc dân đảng lãnh đạo cuộc khởi nghĩa",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
- Khởi nghĩa 1930 chủ yếu diễn ra ở Bắc Kì, cụ thể là tại Hương Khê và Ba Đình.
- Hoạt động của Việt Nam Quốc dân đảng và các cuộc biểu tình chống",C
history-2022-303-7,D,multiple_choice,12.0,"['Thụy Sĩ.', 'Na Uy.', 'Thụy Điển.', 'Lào.']","Năm 1941, Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương chủ trương giúp đỡ việc lập mặt trận ở nước nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[D]

Lập luận:
Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương chủ trương giúp đỡ việc lập mặt trận ở một nước Đông Nam Á. Lào là một nước Đông Nam Á và là",D
history-2023-301-35,A,multiple_choice,12.0,"['Phát triển, củng cố tiềm lực và mở rộng trận địa cách mạng.', 'Giành được chính quyền ở một số thành phố lớn, mở rộng căn cứ địa cách mạng.', 'Mở rộng chiến khu cách mạng, tiến lên đánh đuổi Pháp-Nhật.', 'Thúc đẩy nhanh quá trình thành lập mặt trận thống nhất ba dân tộc Đông Dương.']","Năm 1945 ở Việt Nam, khởi nghĩa từng phần có đóng góp nào sau đây đối với cuộc Tổng khởi nghĩa tháng Tám?",,,1.0,,Kết quả / Ý nghĩa / Vai trò,"
[C]

Lập luận:
- Khởi nghĩa từng phần (1945-1954) tập trung vào việc mở rộng chiến khu cách mạng, bao gồm cả việc tiến lên đánh đuổi Pháp-Nhật.
- Giai đoạn này cũng chứng",C
history-2023-302-2,D,multiple_choice,12.0,"['Nhật Bản', 'Anh', 'Đức', 'Inđônêxia']","Năm 1945, quốc gia nào sau đây ở khu vực Đông Nam Á tuyên bố độc lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[D]

Lập luận:
- Inđônêxia tuyên bố độc lập vào năm 1945, sau khi kết thúc Thế chiến II và sự sụp đổ của Đế quốc Anh.
=> Đáp án đúng là D. ",D
history-2023-303-19,D,multiple_choice,12.0,"['Canada.', 'Hà Lan.', 'Áo.', 'Mĩ.']","Năm 1947, quốc gia nào sau đây phát động cuộc Chiến tranh lạnh chống Liên Xô?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[D]

Lập luận:
- Chiến tranh lạnh là cuộc xung đột địa chính trị giữa Hoa Kỳ và Liên Xô, với các đồng minh tương ứng của họ.
- Mặc dù Canada, Hà Lan và Áo có thể",D
history-2020-302-3,B,multiple_choice,12.0,"['Phần Lan.', 'Mĩ.', 'Đan Mạch.', 'Thái Lan.']","Năm 1948, sản lượng công nghiệp của quốc gia nào sau đây chiếm hơn 50% sản lượng công nghiệp toàn thế giới?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
Trong thời kỳ hậu chiến tranh sau Thế chiến II, Mĩ là một trong những nền kinh tế mạnh mẽ nhất trên thế giới. Sản lượng công nghiệp của Mĩ chiếm hơn 50% sản lượng",B
history-2020-303-17,B,multiple_choice,12.0,"['Thụy Điển.', 'Liên Xô.', 'Thụy Sĩ.', 'Đan Mạch.']","Năm 1949, quốc gia nào sau đây chế tạo thành công bom nguyên tử?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
- Liên Xô là quốc gia đầu tiên trên thế giới chế tạo thành công bom nguyên tử vào năm 1949.
=> Đáp án đúng là B. 
 
",B
history-2020-301-15,D,multiple_choice,12.0,"['Hà Lan.', 'Thụy Sĩ.', 'Thụy Điển.', 'Liên Xô.']","Năm 1949, quốc gia nào sau đây phá vỡ thể độc quyền vũ khí nguyên tử của Mĩ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[D]

Lập luận:
Liên Xô là quốc gia đầu tiên trên thế giới phá vỡ thể độc quyền vũ khí nguyên tử của Mĩ, vào năm 1949. 



 ",D
history-2020-302-8,B,multiple_choice,12.0,"['Bỉ.', 'Anh.', 'Bồ Đào Nha.', 'Tây Ban Nha.']","Năm 1950, nhân dân Ấn Độ giành được độc lập từ thực dân nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[D]

Lập luận:
Năm 1950, Ấn Độ giành được độc lập từ Tây Ban Nha, sau khi giành được độc lập từ Anh vào năm 1947, và Bồ Đào Nha vào năm 1949. Bỉ không",D
history-2022-302-7,D,multiple_choice,12.0,"['Đánh bại cuộc hành quân của Mĩ vào An Lão', 'Đánh bại cuộc tập kích của không quân Mĩ', 'Chiến thắng Vạn Tường', 'Kí Hiệp định Giơnevơ']","Năm 1954, nhân dân Việt Nam giành được thắng lợi ngoại giao nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
- Chiến thắng Vạn Tường là một chiến thắng ngoại giao quan trọng cho nhân dân Việt Nam, khi nó ngăn chặn kế hoạch của Mĩ tách miền Bắc khỏi miền Nam thông qua việc xây dựng cầu",C
history-2023-303-10,A,multiple_choice,12.0,"['Mở chiến dịch Điện Biên Phủ.', 'Gia nhập tổ chức Liên hợp quốc.', 'Gia nhập tổ chức Thương mại Thế giới.', 'Phát động phong trào “Tuần lễ vàng"".']","Năm 1954, quân dân Việt Nam có hoạt động quân sự nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"
[A]

Lập luận:
- Năm 1954, quân dân Việt Nam mở chiến dịch Điện Biên Phủ, một chiến dịch quân sự quan trọng trong Chiến tranh Việt Nam.
=> Đáp án đúng là A. 
",A
history-2024-303-3,B,multiple_choice,12.0,"['Đồng Xoài.', 'Điện Biên Phủ.', 'Huế – Đà Nẵng.', 'Vạn Tường.']","Năm 1954, quân dân Việt Nam giành được chiến thắng nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
- 1954 là năm quân dân Việt Nam giành chiến thắng quyết định tại Điện Biên Phủ, một chiến thắng quân sự quan trọng trong Chiến tranh Việt Nam.
=> Đáp án đúng là B.",B
history-2023-302-14,A,multiple_choice,12.0,"['Xây dựng tập đoàn cứ điểm Điện Biên Phủ', 'Kí với triều đình nhà Nguyễn Hiệp ước Giáp Tuất', 'Rút toàn bộ quân đội ra khỏi miền Bắc Việt Nam', 'Rút toàn bộ quân đội ra khỏi ba nước Đông Dương']","Năm 1954, thực dân Pháp có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
Năm 1954, thực dân Pháp rút toàn bộ quân đội khỏi miền Bắc Việt Nam để tập trung vào cuộc chiến chống lại lực lượng cộng sản ở Algeria. Điều này để lại lực lượng cộng",C
history-2020-304-6,C,multiple_choice,12.0,"['Thụy Điển.', 'Hà Lan.', 'Liên Xô.', 'Thụy Sĩ.']","Năm 1957, quốc gia nào sau đây phóng thành công vệ tinh nhân tạo lên quỹ đạo Trái Đất?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
- Liên Xô phóng thành công vệ tinh nhân tạo đầu tiên, Sputnik 1, vào quỹ đạo Trái Đất vào năm 1957.
=> Đáp án đúng là C. 
 ",C
history-2023-302-21,A,multiple_choice,12.0,"['Liên Xô', 'Môdămbích', 'Bồ Đào Nha', 'Xudăng']","Năm 1957, quốc gia nào sau đây phóng thành công vệ tỉnh nhân tạo?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
- Liên Xô phóng vệ tỉnh nhân tạo đầu tiên, Sputnik 1, vào năm 1957.
=> Đáp án đúng là B. 
 
 
 
",B
history-2020-301-3,B,multiple_choice,12.0,"['Lào.', 'Cuba.', 'Inđônêxia.', 'Campuchia.']","Năm 1959, nước cộng hòa nào sau đây được thành lập ở khu vực Mĩ Latinh?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
- Năm 1959, Fidel Castro và nhóm của ông lên nắm quyền ở Cuba, thành lập Cộng hòa Cuba.
=> Đáp án đúng là B. 
 
 
",B
history-2023-302-13,B,multiple_choice,12.0,"['Ănggôla', 'Cuba', 'Brunây', 'Malaixia']","Năm 1959, thắng lợi của cuộc cách mạng nào sau đây đã mở đầu cho cao trào đấu tranh vũ trang ở khu vực Mĩ Latinh?",1.0,,,,Sự kiện / Hoạt động,"
[B]

Lập luận:
- Cuba là một quốc gia Mĩ Latinh nổi tiếng với cuộc cách mạng của mình, bắt đầu từ năm 1959.
- Cuộc cách mạng này mở đầu cho cao trào đấu tranh vũ trang ở",B
history-2020-301-29,D,multiple_choice,12.0,"['Libi được trao quyền tự trị.', 'Ai Cập được trao quyền tự trị.', 'Angiêri được trao quyền tự trị.', '17 nước ở châu Phi được trao trả độc lập.']",Năm 1960 được ghi nhận là “Năm châu Phi” với sự kiện nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"
[D]

Lập luận:
Năm 1960 được kỷ niệm là ""Năm châu Phi"" do Liên Hợp Quốc để kỷ niệm sự nghiệp của châu Phi. Sự kiện quan trọng nhất trong năm đó là việc trao trả độc lập cho",D
history-2020-303-31,B,multiple_choice,12.0,"['Angiêri được trao quyền tự trị.', '17 nước ở châu Phi được trao trả độc lập.', 'Libi được trao quyền tự trị.', 'Ai Cập được trao quyền tự trị.']","Năm 1960, lịch sử châu Phi ghi nhận sự kiện quan trọng nào sau đây?",,1.0,,,Sự kiện / Hoạt động,"
[B]

Lập luận:
- Năm 1960, Đại hội đồng Liên Hợp Quốc thông qua Kế hoạch Colombo, khuyến khích việc trao trả độc lập ở châu Phi.
- 17 quốc gia ở châu Phi được trao trả độc",B
history-2020-303-33,C,multiple_choice,12.0,"['làm cho toàn cầu hóa trở thành một xu thế trong quan hệ quốc tế.', 'làm cho các khối quân sự đối đầu ở châu Âu bị giải thể hoàn toàn.', 'góp phần làm giảm tình trạng căng thẳng trong quan hệ quốc tế.', 'chuyển quan hệ hai nước từ thế đối đầu sang đồng minh chiến lược']","Năm 1972, Liên Xô và Mĩ kí kết Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM) và Hiệp định hạn chế vũ khí tiến công chiến lược (SALT-1) da",,,1.0,,Đánh giá,"
[C]

Lập luận:
- Các hiệp định hạn chế hệ thống phòng chống tên lửa (ABM) và Hiệp định hạn chế vũ khí tiến công chiến lược (SALT-1) dẫn đến việc giảm sự phát triển",C
history-2020-301-39,D,multiple_choice,12.0,"['làm cho các khối quân sự đối đầu ở châu Âu bị giải thể hoàn toàn.', 'làm cho toàn cầu hóa trở thành một xu thế trong quan hệ quốc tế.', 'chuyển quan hệ hai nước từ thế đối đầu sang đồng minh chiến lược.', 'góp phần làm giảm tình trạng đối đầu trong quan hệ quốc tế.']","Năm 1972, Liên Xô và Mĩ kí kết Hiệp ước về việc hạn chế hệ thống phòng chống tên lửa (ABM) và Hiệp định hạn chế vũ khí tiến công chiến lược (SALT-1) đã",,,1.0,,Đánh giá,"
[C]

Lập luận:
- Hiệp ước ABM và Hiệp định SALT-1 đã dẫn đến việc giảm sự phát triển và triển khai của hệ thống phòng chống tên lửa và vũ khí tiến công chiến lược, tương",C
history-2024-301-12,A,multiple_choice,12.0,"['Mở cuộc Tổng tiến công và nổi dậy.', 'Lập ra Hội Việt Nam Cách mạng Thanh niên.', 'Tham gia Đông Dương Cộng sản liên đoàn.', 'Thành lập tổ chức Việt Nam Quốc dân đảng.']","Năm 1975, quân dân Việt Nam có hoạt động nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"
[B]

Lập luận:
- Năm 1975, quân dân Việt Nam mở cuộc Tổng tiến công và nổi dậy, một chiến dịch quân sự quy mô lớn nhằm giải phóng miền Nam khỏi sự chiếm đóng của Mỹ.
=> Đáp",B
history-2023-302-12,B,multiple_choice,12.0,"['Cải cách văn hóa và giáo dục', 'Mở chiến dịch ở Tây Nguyên', 'Xây dựng nền kinh tế tự chủ', 'Gia nhập vào tổ chức ASEAN']","Năm 1975, quân dân miền Nam Việt Nam có hoạt động quân sự nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"
[B]

Lập luận:
Năm 1975, quân dân miền Nam Việt Nam chủ yếu tham gia vào các hoạt động quân sự như mở chiến dịch ở Tây Nguyên. 

 
 
 
",B
history-2022-302-8,B,multiple_choice,12.0,"['Thực dân Pháp vừa rút quân khỏi Việt Nam', 'Liên Xô lâm vào tình trạng khủng hoảng', 'Phát xít Italia vừa rút quân khỏi Việt Nam', 'Thực dân Anh vừa rút quân khỏi Việt Nam']","Năm 1986, Việt Nam bắt đầu thực hiện công cuộc đổi mới đất nước trong bối cảnh quốc tế nào sau đây?",,1.0,,,Bối cảnh/Nguyên nhân,"
[B]

Lập luận:
- Năm 1986, Liên Xô đang lâm vào tình trạng khủng hoảng, dẫn đến sự suy giảm ảnh hưởng toàn cầu của họ.
- Sự suy giảm này tạo điều kiện cho Việt Nam bắt đầu",B
history-2022-302-14,C,multiple_choice,12.0,"['nhân dân tệ', 'phrăng', 'ơrô', 'đôla']","Năm 1999, đồng tiền chung châu Âu được phát hành với tên gọi là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
Năm 1999, đồng euro được phát hành như đồng tiền chung của mười hai quốc gia thành viên của Liên minh châu Âu. Nó thay thế nhiều loại tiền tệ quốc gia khác nhau, bao gồm bảng",C
history-2022-304-6,A,multiple_choice,12.0,"['ơrô.', 'đôla.', 'nhân dân tệ.', 'phrăng.']","Năm 1999, đồng tiền chung châu Âu được phát hành với tên gọi là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[A]

Lập luận:
Năm 1999, đồng tiền chung châu Âu (đồng euro) được phát hành. Tên gọi của đồng tiền chung châu Âu là ""euro."" 

 
 
",A
history-2022-301-6,B,multiple_choice,12.0,"['Châu Phi.', 'Châu Âu.', 'Mĩ Latinh.', 'Châu Á']","Năm 1999, đồng ơrô (EURO) trở thành đồng tiền chung của nhiều nước thuộc khu vực nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
- Đồng ơrô trở thành đồng tiền chung của nhiều nước châu Âu, bao gồm cả những nước tham gia Liên minh châu Âu.
=> Đáp án đúng là B. 
",B
history-2024-301-8,B,multiple_choice,12.0,"['Lào.', 'Trung Quốc.', 'Pháp.', 'Thụy Điển.']","Năm 2003, quốc gia nào sau đây ở châu Á phóng thành công tàu “Thần Châu 5"" bay vào vũ trụ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
- Trung Quốc có lịch sử có sẵn về phóng vệ tinh và thành công trong việc phóng tàu vũ trụ.
- Năm 2003, Trung Quốc phóng thành công tàu vũ trụ Thần Châu 5 mang theo",B
history-2020-302-18,B,multiple_choice,12.0,"['thực dân Anh.', 'chế độ độc tài Batixta.', 'thực dân Pháp.', 'thực dân Hà Lan.']",Nước Cộng hòa Cuba ra đời (ngày 1-1-1959) là kết quả đấu tranh của nhân dân Cuba chống,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
- Chế độ độc tài Batista cai trị Cuba từ 1935 đến 1963, được coi là một hình thức thực dân Pháp do ảnh hưởng của Pháp và sự ủng hộ của Hoa Kỳ.
-",B
history-2020-303-18,D,multiple_choice,12.0,"['thực dân Pháp.', 'thực dân Anh.', 'thực dân Hà Lan.', 'chế độ độc tài thân Mĩ']",Nước Cộng hòa Cuba ra đời (ngày 1-1-1959) là kết quả đấu tranh của nhân dân Cuba chống,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[D]

Lập luận:
- Cuba giành độc lập từ Tây Ban Nha vào năm 1898, nhưng chế độ độc tài thân Mĩ đã duy trì ảnh hưởng ở Cuba trong nhiều thập kỷ.
- Cuộc đấu tranh của nhân",D
history-2022-303-19,D,multiple_choice,12.0,"['Văn hóa', 'Giáo dục', 'Y tế', 'Quân sự']",Nội dung của kế hoạch Nava do thực dân Pháp triển khai ở Việt Nam trong những năm 1953-1954 thuộc lĩnh vực nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[D]

Lập luận: Kế hoạch Nava là một chiến lược quân sự được thực dân Pháp triển khai ở Việt Nam trong những năm 1953-1954. Nó nhằm chống lại phong trào cách mạng Việt Nam bằng cách sử dụng chiến",D
history-2022-304-36,A,multiple_choice,12.0,"['Mục tiêu chiến lược của cách mạng đã thay đổi.', 'Cần sớm hoàn thành mục tiêu độc lập dân tộc.', 'Nhằm phát huy cao nhất quyền dân tộc tự quyết.', 'Điều kiện lịch sử cụ thể của từng nước Đông Dương.']",Nội dung nào sau đây không là lí do để Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (tháng 5-1941) chủ trương giải quyết vấn đề dân tộc ở từng nước Đông Dương?,,,1.0,,Đánh giá,"
[D]

Lập luận:
Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (tháng 5-1941) chủ trương giải quyết vấn đề dân tộc ở từng nước Đông Dương do điều kiện lịch sử cụ",D
history-2022-302-31,C,multiple_choice,12.0,"['Điều kiện lịch sử cụ thể của từng nước Đông Dương.', 'Cần sớm hoàn thành mục tiêu độc lập dân tộc.', 'Tính chất cuộc cách mạng ở Đông Dương đã thay đổi,', 'Nhằm phát huy cao nhất quyền dân tộc tự quyết.']",Nội dung nào sau đây không là lí do để Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (tháng 5-1941) chủ trương giải quyết vấn đề dân tộc ở từng nước Đông Dương?,,,1.0,,Đánh giá,"
[C]

Lập luận:
Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương chủ trương giải quyết vấn đề dân tộc ở từng nước Đông Dương do điều kiện lịch sử cụ thể của mỗi quốc gia",C
history-2023-302-30,C,multiple_choice,12.0,"['Là thắng lợi quan trọng, tạo ra thế và lực thuận lợi để tiến lên giải phóng hoàn toàn miền Nam.', 'Đó là thắng lợi của sự kết hợp đấu tranh trên ba mặt trận quân sự, chính trị, ngoại giao.', 'Là văn bản pháp lí quốc tế đầu tiên ghi nhận quyền dân tộc cơ bản của nhân dân Đông Dương.', 'Đó là kết quả cuộc đấu tranh kiên cường, bất khuất của quân dân hai miền Nam-Bắc.']",Nội dung nào sau đây không phải là ý nghĩa của Hiệp định Pari năm 1973 về Việt Nam?,,1.0,,,Kết quả / Ý nghĩa / Vai trò,"
[C]

Lập luận:
- Hiệp định Pari năm 1973 về Việt Nam là một thắng lợi của quân Bắc Việt Nam và đồng minh của họ, không phải là một thắng lợi của quân dân hai miền Nam-Bắc",C
history-2023-303-27,B,multiple_choice,12.0,"['Có thêm thời gian hòa bình để chuẩn bị cho cuộc kháng chiến lâu dài.', 'Buộc thực dân Pháp phải chấm dứt chiến tranh, rút hết quân đội về nước.', 'Chứng minh trên thực tế thiện chí hòa bình của nhân dân Việt Nam.', 'Tránh được cuộc chiến đấu bất lợi vì phải chống lại nhiều kẻ thù cùng lúc.']",Nội dung nào sau đây không phải là ý nghĩa của việc kí Hiệp định Sơ bộ (6-3-1946) đối với Việt Nam?,,1.0,,,Kết quả / Ý nghĩa / Vai trò,"
[D]

Lập luận:
- Hiệp định Sơ bộ không phải là ý nghĩa của việc kí Hiệp định Sơ bộ (6-3-1946) đối với Việt Nam.
- Hiệp định này không chứng minh thiện chí hòa bình của",D
history-2020-302-22,A,multiple_choice,12.0,"['Nguyễn Ái Quốc đã về nước và trực tiếp lãnh đạo cách mạng.', 'Pháp tăng cường khủng bố phong trào yêu nước Việt Nam.', 'Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt.', 'Việt Nam chịu tác động của cuộc khủng hoảng kinh tế 1929-1933.']",Nội dung nào sau đây không phản ánh đùng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,"
[A]

Lập luận:
- Các phương án A, B và C đều phản ánh đúng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam.
- Phương án D cũng liên quan đến bối",A
history-2020-304-27,D,multiple_choice,12.0,"['Pháp tăng cường khủng bố phong trào yêu nước Việt Nam', 'Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt', 'Việt Nam chịu tác động của cuộc khủng hoảng kinh tế 1929-1933', 'Phát xít Nhật tăng cường khủng bố nhân dân Việt Nam']",Nội dung nào sau đây không phản ánh đúng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,"
[D]

Lập luận:
- Pháp tăng cường khủng bố phong trào yêu nước Việt Nam.
- Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt.
- Việt Nam chịu tác động của cuộc khủng",D
history-2020-301-28,A,multiple_choice,12.0,"['Nhật tiến hành cuộc đảo chính Pháp trên toàn Đông Dương.', 'Pháp tăng cường khủng bố phong trào yêu nước Việt Nam.', 'Việt Nam chịu tác động của cuộc khủng hoảng kinh tế 1929-1933.', 'Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt.']",Nội dung nào sau đây không phản ánh đúng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,"
[C]

Lập luận:
- Phong trào cách mạng 1930-1931 chủ yếu là chống lại sự cai trị của thực dân Pháp và sự phản bội của một số sĩ phu Việt Nam.
- Nhật tiến hành cuộc đảo",C
history-2020-303-32,C,multiple_choice,12.0,"['Pháp tăng cường khủng bố phong trào yêu nước Việt Nam.', 'Mâu thuẫn giữa dân tộc Việt Nam với thực dân Pháp gay gắt.', 'Phát xít Nhật tăng cường bóc lột nhân dân Đông Dương.', 'Việt Nam chịu tác động của cuộc khủng hoảng kinh tế 1929-1933.']",Nội dung nào sau đây không phản ánh đúng bối cảnh lịch sử của phong trào cách mạng 1930-1931 ở Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,"
[D]

Lập luận:
- Phong trào cách mạng 1930-1931 chủ yếu là phong trào của Đảng Cộng sản Việt Nam chống lại sự cai trị của thực dân Pháp và sự bóc lột của Nhật Bản.
- Pháp",D
history-2020-301-26,A,multiple_choice,12.0,"['Cách mạng miền Nam luôn ở thế tiến công.', 'Miền Nam chưa được giải phóng.', 'Miền Bắc đã được giải phóng.', 'Đất nước tạm thời bị chia cắt làm hai miền.']",Nội dung nào sau đây không phản ánh đúng tình hình Việt Nam trong thời kì 1954-1975?,,1.0,,,Bối cảnh/Nguyên nhân,"
[A]

Lập luận:
- Cách mạng miền Nam luôn ở thế tiến công là không chính xác, vì nó chủ yếu là một cuộc xung đột quân sự giữa miền Bắc và miền Nam.
- Miền Nam chưa được",A
history-2020-303-24,B,multiple_choice,12.0,"['Miền Nam chưa được giải phóng.', 'Miền Bắc chưa được giải phóng.', 'Miền Bắc đã được giải phóng.', 'Đất nước tạm thời bị chia cắt làm hai miền.']",Nội dung nào sau đây không phản ánh đúng tình hình Việt Nam trong thời kì 1954-1975?,,1.0,,,Bối cảnh/Nguyên nhân,"
[A]

Lập luận:
- Giai đoạn 1954-1975, miền Bắc được giải phóng, trong khi miền Nam vẫn chưa được giải phóng.
- Phương án A phản ánh đúng tình hình trong thời kì này. ",A
history-2020-302-21,D,multiple_choice,12.0,"['Đất nước tạm thời bị chia cắt làm hai miền.', 'Miền Bắc đã được giải phóng.', 'Miền Nam chưa được giải phóng', 'Cả nước đi lên chủ nghĩa xã hội.']",Nội dung nào sau đây không phản ánh đúng tỉnh hình Việt Nam trong thời kì 1954-1975?,,1.0,,,Bối cảnh/Nguyên nhân,"
[C]

Lập luận:
- Miền Bắc đã được giải phóng vào năm 1954, và miền Nam vẫn chưa được giải phóng.
- Cả nước chưa đi lên chủ nghĩa xã hội vào năm 1955, khi Hiến pháp mới được ban",C
history-2020-304-24,A,multiple_choice,12.0,"['Miền Nam đã được giải phóng', 'Miền Nam chưa được giải phóng', 'Miền Bắc đã được giải phóng', 'Đất nước tạm thời bị chia cắt làm hai miền']",Nội dung nào sau đây không phản ánh đúng tỉnh hình Việt Nam trong thời kì 1954-1975?,,1.0,,,Bối cảnh/Nguyên nhân,"
[D]

Lập luận:
- Tỉnh hình Việt Nam trong thời kì 1954-1975 là miền Bắc (Liên Xô hỗ trợ) và miền Nam (Hoa Kỳ hỗ trợ).
- Các phương án A, C và B",D
history-2022-302-27,C,multiple_choice,12.0,"['Tập trung bình lực.', 'Xây dựng đội quân cơ động chiến lược mạnh.', 'Thiết lập chính quyền tay sai Ngô Đình Diệm', 'Mở rộng ngụy quân.']",Nội dung nào sau đây không thuộc kế hoạch Nava của thực dân Pháp tiến hành ở Đông Dương trong những năm 1953-1954?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận: Kế hoạch Nava là một chiến lược quân sự được thực dân Pháp triển khai ở Đông Dương trong những năm 1953-1954. Mục tiêu chính của kế hoạch này là chống lại phong trào cách mạng đang",C
